plant,material,tool,work_center,work_center_full,cycle_time_min,material_status,routing_source,reason_code,revision
NW02,MAT-100428,T-70480-B,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.123,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100431,T-70381-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.857,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100433,T-70405-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.317,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100440,T-70030-C,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.086,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100444,T-70310-C,P01_NW02_ASSY_1,P01_NW02_ASSY_1,0.953,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100451,T-70641-D,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.53,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100459,T-70088-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.446,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100460,T-70085-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.384,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100467,T-70294-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.227,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100473,T-70370-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.41,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100476,T-70004-D,P01_NW02_nan,P01_NW02_nan,1.177,Active,legacy_tool_master,MISSING_WORK_CENTER,B
NW02,MAT-100478,T-70474-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.395,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100480,T-70519-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,0.91,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100481,T-70269-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.32,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100482,T-70456-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.311,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100484,T-70172-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.758,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100489,T-70118-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.072,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100491,T-70662-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.658,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100492,T-70610-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.155,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100499,T-70030-C,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.906,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100507,T-70488-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.281,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100510,T-70564-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.754,Active,legacy_tool_master,COMPLETE,D
NW02,MAT-100516,T-70648-A,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.281,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100520,T-70551-B,P01_NW02_nan,P01_NW02_nan,2.474,Active,legacy_tool_master,MISSING_WORK_CENTER,B
NW02,MAT-100522,T-70468-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.595,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100525,T-70110-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.146,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100526,T-70253-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.33,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100529,T-70294-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.468,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100534,T-70445-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.691,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100538,T-70641-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.369,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100545,T-70078-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.674,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100548,T-70281-B,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.193,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100553,T-70495-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.31,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100554,T-70188-B,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.622,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100555,T-70602-B,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.711,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100556,T-70076-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.865,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100560,T-70483-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.005,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100564,T-70458-A,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.385,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100566,T-70535-A,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.495,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100567,T-70297-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.106,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100569,T-70168-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.201,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100573,T-70650-B,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,0.992,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100576,T-70632-A,P01_NW02_nan,P01_NW02_nan,1.466,Active,legacy_tool_master,MISSING_WORK_CENTER,B
NW02,MAT-100577,T-70058-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.163,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100584,T-70325-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.399,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100585,T-70208-A,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.17,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100592,T-70008-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.12,Active,legacy_tool_master,COMPLETE,D
NW02,MAT-100597,T-70145-D,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.281,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100598,T-70543-A,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.406,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100609,T-70667-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.153,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100618,T-70379-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.783,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100629,T-70470-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.353,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100640,T-70390-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.344,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100644,T-70481-A,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.252,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100645,T-70229-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.952,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100646,T-70464-B,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.286,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100651,T-70119-A,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.332,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100653,T-70294-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.169,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100654,T-70583-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.613,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100655,T-70617-A,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.786,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100664,T-70191-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.78,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100668,T-70179-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.181,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100675,T-70259-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.149,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100682,T-70276-A,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.154,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100688,T-70362-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.494,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100695,T-70692-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.686,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100696,T-70364-D,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.177,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100706,T-70093-B,P01_NW02_PRESS_3,P01_NW02_PRESS_3,0.967,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100713,T-70477-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.399,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100720,T-70129-A,P01_NW02_nan,P01_NW02_nan,1.428,Active,legacy_tool_master,MISSING_WORK_CENTER,C
NW02,MAT-100722,T-70277-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.053,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100723,T-70169-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.41,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100737,T-70217-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.905,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100744,T-70381-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.477,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100751,T-70283-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.525,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100752,T-70321-C,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.005,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100753,T-70605-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.325,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100761,T-70015-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.357,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100762,T-70069-B,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.204,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100767,T-70352-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.756,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100770,T-70287-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.043,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100771,T-70220-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.148,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100773,T-70122-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.727,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100774,T-70636-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.338,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100779,T-70173-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.525,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100782,T-70137-A,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.272,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100792,T-70386-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.258,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100796,T-70294-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.088,Phase-out,legacy_tool_master,COMPLETE,D
NW02,MAT-100798,T-70054-A,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.741,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100800,T-70645-C,P01_NW02_nan,P01_NW02_nan,1.479,Active,legacy_tool_master,MISSING_WORK_CENTER,C
NW02,MAT-100802,T-70004-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.37,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100804,T-70603-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.492,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100813,T-70044-C,P01_NW02_ASSY_1,P01_NW02_ASSY_1,0.935,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100814,T-70633-D,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.22,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100817,T-70583-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.254,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100822,T-70244-B,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.788,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100825,T-70052-A,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.026,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100826,T-70044-C,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.285,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100831,T-70482-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.464,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100835,T-70398-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.462,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100836,T-70425-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.126,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100838,T-70460-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.211,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100841,T-70679-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.074,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100845,T-70390-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.948,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100848,T-70339-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.443,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-100861,T-70407-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.02,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100867,T-70554-B,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.422,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100868,T-70540-C,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.918,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100869,T-70540-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.285,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100870,T-70653-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.553,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100872,T-70597-B,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.013,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100874,T-70685-D,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.329,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100875,T-70381-D,P01_NW02_nan,P01_NW02_nan,2.172,Phase-out,legacy_tool_master,MISSING_WORK_CENTER,A
NW02,MAT-100888,T-70523-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.456,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100890,T-70242-A,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.271,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100894,T-70667-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.66,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100895,T-70163-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.833,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100896,T-70422-A,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.042,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100907,T-70563-B,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.468,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100909,T-70499-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.154,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100921,T-70461-B,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.043,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100922,T-70685-D,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.332,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100924,T-70120-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.287,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100931,T-70581-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.404,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100932,T-70410-B,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.917,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100942,T-70424-C,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.943,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-100944,T-70576-A,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.499,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100951,T-70248-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.456,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100956,T-70142-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.995,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100965,T-70551-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.596,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-100966,T-70217-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.241,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100969,T-70413-C,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.184,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100972,T-70020-C,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.207,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100976,T-70520-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.33,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-100980,T-70507-A,P01_NW02_PRESS_3,P01_NW02_PRESS_3,0.932,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100983,T-70292-C,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.104,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-100986,T-70654-A,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.093,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-100987,T-70388-C,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.413,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101003,T-70479-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.712,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101008,T-70566-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.268,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101012,T-70167-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.694,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101014,T-70601-B,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.336,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101016,T-70308-A,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.17,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101022,T-70537-D,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.1,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101025,T-70652-C,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.783,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101029,T-70068-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.001,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101031,T-70553-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.057,Phase-out,legacy_tool_master,COMPLETE,A
NW02,MAT-101033,T-70042-D,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.57,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101036,T-70506-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.604,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101037,T-70106-B,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.736,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101045,T-70469-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.17,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101057,T-70187-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.529,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101058,T-70228-A,P01_NW02_nan,P01_NW02_nan,1.46,Phase-out,legacy_tool_master,MISSING_WORK_CENTER,A
NW02,MAT-101061,T-70556-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.739,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101065,T-70021-D,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.03,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101068,T-70182-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.217,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101074,T-70610-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.76,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101078,T-70608-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.946,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101084,T-70632-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.239,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101087,T-70544-D,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.515,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101088,T-70430-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.955,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101090,T-70011-C,P01_NW02_PRESS_2,P01_NW02_PRESS_2,0.903,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101092,T-70184-B,P01_NW02_PRESS_1,P01_NW02_PRESS_1,0.975,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101094,T-70649-D,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.395,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101097,T-70571-A,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.625,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101098,T-70272-D,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.413,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101099,T-70649-D,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.239,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101104,T-70274-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.387,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101114,T-70047-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,0.924,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-101133,T-70050-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,2.151,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101141,T-70122-B,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.364,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101145,T-70564-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.836,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101147,T-70618-B,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.42,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101149,T-70366-B,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.406,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101155,T-70057-D,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.345,Phase-out,legacy_tool_master,COMPLETE,C
NW02,MAT-101157,T-70076-D,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.956,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101158,T-70697-C,P01_NW02_GRINDING_1,P01_NW02_GRINDING_1,1.318,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101159,T-70665-A,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.712,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101168,T-70372-C,P01_NW02_PRESS_5,P01_NW02_PRESS_5,1.727,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101169,T-70581-A,P01_NW02_PRESS_6,P01_NW02_PRESS_6,2.542,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101171,T-70190-C,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.451,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101176,T-70194-A,P01_NW02_PRESS_1,P01_NW02_PRESS_1,1.2,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101178,T-70204-D,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.349,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-101183,T-70440-B,P01_NW02_LATHE_1,P01_NW02_LATHE_1,1.81,Phase-out,legacy_tool_master,COMPLETE,B
NW02,MAT-101186,T-70009-C,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.257,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101189,T-70093-B,P01_NW02_EXTRUSION_1,P01_NW02_EXTRUSION_1,1.019,Active,legacy_tool_master,COMPLETE,D
NW02,MAT-101191,T-70601-B,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.499,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101194,T-70023-A,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.239,Active,legacy_tool_master,COMPLETE,C
NW02,MAT-101195,T-70322-D,P01_NW02_PRESS_3,P01_NW02_PRESS_3,1.713,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101196,T-70288-A,P01_NW02_PRESS_2,P01_NW02_PRESS_2,1.301,Active,legacy_tool_master,COMPLETE,A
NW02,MAT-101203,T-70343-A,P01_NW02_PRESS_4,P01_NW02_PRESS_4,1.098,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101204,T-70048-D,P01_NW02_PRESS_6,P01_NW02_PRESS_6,1.988,Active,legacy_tool_master,COMPLETE,B
NW02,MAT-101208,T-70338-B,P01_NW02_ASSY_1,P01_NW02_ASSY_1,1.379,Active,legacy_tool_master,COMPLETE,B
