scenario,project_id,plant,destination_country,week,transit_time_days,shipping_cost,landed_cost_proxy,on_time_feasible_flag,expedite_option_flag,logistics_risk_score,synthetic_dependency_flag,scope_id
all_in,SF-100330,NW05,CN,2026-W49,3,266.8848389247312,301.8896233633346,True,True,0.28378778,True,mvp_3plant
all_in,SF-100330,NW05,CN,2026-W50,3,231.5224709677419,261.8891048371326,True,True,0.28378778,True,mvp_3plant
all_in,SF-100330,NW05,CN,2026-W51,3,231.5224709677419,261.8891048371326,True,True,0.28378778,True,mvp_3plant
all_in,SF-100330,NW05,CN,2026-W52,3,231.5224709677419,261.8891048371326,True,True,0.28378778,True,mvp_3plant
all_in,SF-100330,NW05,CN,2026-W53,3,132.2985548387097,149.65091704979008,True,True,0.28378778,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W18,1,4488.142451612904,5404.473676763788,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W19,1,10472.332387096772,12610.438579115502,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W20,1,10472.332387096772,12610.438579115502,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W21,1,10472.332387096772,12610.438579115502,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W22,1,10472.332387096772,12610.438579115502,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W23,1,15061.204806666665,18136.20797368548,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W24,1,15061.204806666665,18136.20797368548,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W25,1,15061.204806666665,18136.20797368548,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W26,1,15061.204806666665,18136.20797368548,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W27,1,12316.697905591398,14831.362937577624,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W28,1,11218.895145161288,13509.424923134477,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W29,1,11218.895145161288,13509.424923134477,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W30,1,11218.895145161288,13509.424923134477,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W31,1,13590.948558064516,16365.773706205342,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W32,1,19521.08209032258,23506.645663882493,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W33,1,19521.08209032258,23506.645663882493,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W34,1,19521.08209032258,23506.645663882493,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W35,1,19521.08209032258,23506.645663882493,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W36,1,17694.735372903226,21307.41895364523,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W37,1,17390.344253333336,20940.88116860569,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W38,1,17390.344253333336,20940.88116860569,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W39,1,17390.344253333336,20940.88116860569,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W40,1,14547.542357419356,17517.672529316624,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W41,1,12415.440935483868,14950.266049849824,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W42,1,12415.440935483868,14950.266049849824,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W43,1,12415.440935483868,14950.266049849824,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W44,1,12209.76362612903,14702.596191706984,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W45,1,10975.69977,13216.577042849942,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W46,1,10975.69977,13216.577042849942,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W47,1,10975.69977,13216.577042849942,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W48,1,10975.69977,13216.577042849942,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W49,1,6408.488871290323,7716.891739983794,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W50,1,5647.287054838708,6800.277522839433,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W51,1,5647.287054838708,6800.277522839433,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W52,1,5647.287054838708,6800.277522839433,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2026-W53,1,3227.021174193548,3885.8728701939626,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2027-W01,1,3706.2238838709673,4462.913028390096,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2027-W02,1,3706.2238838709673,4462.913028390096,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2027-W03,1,3706.2238838709673,4462.913028390096,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2027-W04,1,3706.2238838709673,4462.913028390096,True,True,0.0212352,True,mvp_3plant
all_in,SF-100331,NW01,US,2027-W52,1,1058.9211096774193,1275.118008111456,True,True,0.0212352,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W05,3,837.1855642857142,993.307753264832,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W06,3,5860.29895,6953.154272853825,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W07,3,5860.29895,6953.154272853825,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W08,3,5860.29895,6953.154272853825,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W09,3,5857.820534101383,6950.213670634995,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W10,3,5842.950038709677,6932.570057322009,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W11,3,5842.950038709677,6932.570057322009,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W12,3,5842.950038709677,6932.570057322009,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W13,3,5842.950038709677,6932.570057322009,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W14,3,7406.12096344086,8787.248237945454,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W15,3,8031.389333333333,9529.119510194834,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W16,3,8031.389333333333,9529.119510194834,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W17,3,8031.389333333333,9529.119510194834,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W18,3,7800.832507526881,9255.56739413909,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W19,3,7493.423406451612,8890.831239398101,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W20,3,7493.423406451612,8890.831239398101,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W21,3,7493.423406451612,8890.831239398101,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W22,3,7493.423406451612,8890.831239398101,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W23,3,9870.341273333332,11711.007609808565,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W24,3,9870.341273333332,11711.007609808565,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W25,3,9870.341273333332,11711.007609808565,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W26,3,9870.341273333332,11711.007609808565,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W27,3,8306.435571182796,9855.457627115537,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W28,3,7680.87329032258,9113.237634038322,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W29,3,7680.87329032258,9113.237634038322,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W30,3,7680.87329032258,9113.237634038322,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W31,3,7011.409419354838,8318.92908175182,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W32,3,5337.749741935484,6333.157701035561,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W33,3,5337.749741935484,6333.157701035561,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W34,3,5337.749741935484,6333.157701035561,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W35,3,5337.749741935484,6333.157701035561,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W36,3,4157.991117419356,4933.392298113502,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W37,3,3961.36468,4700.098064293158,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W38,3,3961.36468,4700.098064293158,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W39,3,3961.36468,4700.098064293158,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W40,3,2645.4273070967747,3138.758677808429,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W41,3,1658.4742774193548,1967.754137944882,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W42,3,1658.4742774193548,1967.754137944882,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W43,3,1658.4742774193548,1967.754137944882,True,True,0.08868665,True,mvp_3plant
all_in,SF-100339,NW02,DE,2026-W44,3,1421.5493806451611,1686.6464039527557,True,True,0.08868665,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W22,1,277.7817333333333,334.4956364177587,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W23,1,486.1180333333333,585.3673637310776,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W24,1,486.1180333333333,585.3673637310776,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W25,1,486.1180333333333,585.3673637310776,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W26,1,528.9735602150538,636.972581130732,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W27,1,636.1123774193547,765.9856246298674,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W28,1,636.1123774193547,765.9856246298674,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W29,1,636.1123774193547,765.9856246298674,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W30,1,636.1123774193547,765.9856246298674,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W31,1,688.7077967741935,829.3193005294431,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W32,1,697.4737,839.8749131793725,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W33,1,697.4737,839.8749131793725,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W34,1,697.4737,839.8749131793725,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W35,1,774.46755,932.5883776212512,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W36,1,877.1260166666664,1056.2063302104225,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W37,1,877.1260166666664,1056.2063302104225,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W38,1,877.1260166666664,1056.2063302104225,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W39,1,885.3562258064517,1066.1168776428565,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W40,1,934.7374806451612,1125.580162237458,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W41,1,934.7374806451612,1125.580162237458,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W42,1,934.7374806451612,1125.580162237458,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W43,1,934.7374806451612,1125.580162237458,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W44,1,772.8117682795698,930.5945396762644,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W45,1,708.0414833333333,852.6002906517871,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W46,1,708.0414833333333,852.6002906517871,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W47,1,708.0414833333333,852.6002906517871,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W48,1,617.6065817204301,743.7015534800169,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W49,1,497.0267129032258,598.5032372509897,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W50,1,497.0267129032258,598.5032372509897,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W51,1,497.0267129032258,598.5032372509897,True,True,0.0212352,True,mvp_3plant
all_in,SF-100346,NW01,US,2028-W52,1,497.0267129032258,598.5032372509897,True,True,0.0212352,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W13,3,109.89642666666668,124.31051156387728,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W14,3,192.31874666666667,217.54339523678524,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W15,3,192.31874666666667,217.54339523678524,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W16,3,192.31874666666667,217.54339523678524,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W17,3,194.2300817204301,219.70542220626967,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W18,3,199.0084193548387,225.11048962998083,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W19,3,199.0084193548387,225.11048962998083,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W20,3,199.0084193548387,225.11048962998083,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W21,3,199.0084193548387,225.11048962998083,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W22,3,315.4183341935484,356.7888025982465,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W23,3,334.8199866666667,378.7351880929575,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W24,3,334.8199866666667,378.7351880929575,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W25,3,334.8199866666667,378.7351880929575,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W26,3,359.08006064516127,406.17722873356456,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W27,3,377.27511612903226,426.75875921402,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W28,3,377.27511612903226,426.75875921402,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W29,3,377.27511612903226,426.75875921402,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W30,3,373.8315096774193,422.8634871600605,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W31,3,353.1698709677419,399.491854836304,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W32,3,353.1698709677419,399.491854836304,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W33,3,353.1698709677419,399.491854836304,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W34,3,353.1698709677419,399.491854836304,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W35,3,337.5802107526882,381.857444917604,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W36,3,331.3443466666667,374.803680950124,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W37,3,331.3443466666667,374.803680950124,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W38,3,331.3443466666667,374.803680950124,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W39,3,287.60253634408605,325.3246670926208,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W40,3,229.2801225806452,259.35264861594976,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W41,3,229.2801225806452,259.35264861594976,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W42,3,229.2801225806452,259.35264861594976,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W43,3,229.2801225806452,259.35264861594976,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W44,3,124.54376666666664,140.87900595153258,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W45,3,124.54376666666664,140.87900595153258,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W46,3,124.54376666666664,140.87900595153258,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W47,3,124.54376666666664,140.87900595153258,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W48,3,90.04096559139784,101.85079564345074,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W49,3,76.23984516129032,86.239511520218,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W50,3,76.23984516129032,86.239511520218,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W51,3,76.23984516129032,86.239511520218,True,True,0.28378778,True,mvp_3plant
all_in,SF-100350,NW05,CN,2027-W52,3,54.45703225806451,61.59965108586999,True,True,0.28378778,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W01,3,4879.411916129034,5789.3469434091685,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W02,3,4879.411916129034,5789.3469434091685,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W03,3,4879.411916129034,5789.3469434091685,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W04,3,4879.411916129034,5789.3469434091685,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W05,3,6386.72615,7577.752022261554,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W06,3,6386.72615,7577.752022261554,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W07,3,6386.72615,7577.752022261554,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W08,3,6386.72615,7577.752022261554,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W09,3,6202.99097419355,7359.753071417558,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W10,3,6202.99097419355,7359.753071417558,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W11,3,6202.99097419355,7359.753071417558,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W12,3,6202.99097419355,7359.753071417558,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W13,3,6267.825556559139,7436.678302920293,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W14,3,6316.451493333334,7494.37222654735,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W15,3,6316.451493333334,7494.37222654735,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W16,3,6316.451493333334,7494.37222654735,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W17,3,6075.357415053763,7208.317823034479,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W18,3,5472.62221935484,6493.181814252307,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W19,3,5472.62221935484,6493.181814252307,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W20,3,5472.62221935484,6493.181814252307,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W21,3,5472.62221935484,6493.181814252307,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W22,3,4623.70937419355,5485.959823194372,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W23,3,4482.2239,5318.089491351381,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W24,3,4482.2239,5318.089491351381,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W25,3,4482.2239,5318.089491351381,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W26,3,3681.1532290322575,4367.631501712946,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W27,3,3080.350225806452,3654.78800948412,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W28,3,3080.350225806452,3654.78800948412,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W29,3,3080.350225806452,3654.78800948412,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W30,3,2998.0551548387093,3557.146177690851,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W31,3,2504.284729032258,2971.2951869312446,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W32,3,2504.284729032258,2971.2951869312446,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W33,3,2504.284729032258,2971.2951869312446,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W34,3,2504.284729032258,2971.2951869312446,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W35,3,1452.8454559139786,1723.7787143238731,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W36,3,1032.2697466666666,1224.7721252809242,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W37,3,1032.2697466666666,1224.7721252809242,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W38,3,1032.2697466666666,1224.7721252809242,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W39,3,589.8684266666666,699.8697858748137,True,True,0.08868665,True,mvp_3plant
all_in,SF-100360,NW02,DE,2027-W52,3,1394.1176903225808,1654.0991266883334,True,True,0.08868665,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W05,1,7608.803999999999,9162.271780138608,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W06,1,7608.803999999999,9162.271780138608,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W07,1,7608.803999999999,9162.271780138608,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W08,1,7608.803999999999,9162.271780138608,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W09,1,5884.55083548387,7085.982771897519,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W10,1,5884.55083548387,7085.982771897519,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W11,1,5884.55083548387,7085.982771897519,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W12,1,5884.55083548387,7085.982771897519,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W13,1,7660.912424731183,9225.019033113187,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W14,1,8993.183616666667,10829.29622902494,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W15,1,8993.183616666667,10829.29622902494,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W16,1,8993.183616666667,10829.29622902494,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W17,1,10014.800938172042,12059.494241081697,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W18,1,12568.844241935483,15134.989271223589,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W19,1,12568.844241935483,15134.989271223589,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W20,1,12568.844241935483,15134.989271223589,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W21,1,12568.844241935483,15134.989271223589,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W22,1,11590.978517419357,13957.47549474848,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W23,1,11428.000896666666,13761.223198669291,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W24,1,11428.000896666666,13761.223198669291,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W25,1,11428.000896666666,13761.223198669291,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W26,1,8711.466966774193,10490.06229537321,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W27,1,6674.066519354838,8036.69161790115,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W28,1,6674.066519354838,8036.69161790115,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W29,1,6674.066519354838,8036.69161790115,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W30,1,6515.111474193548,7845.283175182432,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W31,1,5561.381203225807,6696.832518870128,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W32,1,5561.381203225807,6696.832518870128,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W33,1,5561.381203225807,6696.832518870128,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W34,1,5561.381203225807,6696.832518870128,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W35,1,4107.117858064516,4945.656380246861,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W36,1,3525.41252,4245.185924797555,True,True,0.0212352,True,mvp_3plant
all_in,SF-100361,NW01,US,2027-W37,1,3525.41252,4245.185924797555,True,True,0.0212352,True,mvp_3plant
