plant,work_center,year,week,week_start,available_hours,baseline_demand_qty,remaining_capacity_hours,missing_capacity_hours,source_system,reason_code
NW01,P01_NW01_PRESS_5,2027,49,2027-12-06,86.0,10024.6942,0.0,9938.6942,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2027,50,2027-12-13,86.0,9612.112799999999,0.0,9526.112799999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2027,51,2027-12-20,86.0,10236.343,0.0,10150.343,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2027,52,2027-12-27,86.0,10187.829000000002,0.0,10101.829000000002,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,1,2028-01-03,86.0,8960.9678,0.0,8874.9678,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,2,2028-01-10,86.0,9547.3664,0.0,9461.3664,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,3,2028-01-17,86.0,10618.8564,0.0,10532.8564,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,4,2028-01-24,86.0,8716.016599999999,0.0,8630.016599999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,5,2028-01-31,86.0,9779.3904,0.0,9693.3904,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,6,2028-02-07,86.0,8063.4764,0.0,7977.4764,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,7,2028-02-14,86.0,7883.3912,0.0,7797.3912,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,8,2028-02-21,86.0,10538.8472,0.0,10452.8472,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,9,2028-02-28,86.0,8652.753,0.0,8566.753,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,10,2028-03-06,86.0,10263.6978,0.0,10177.6978,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,11,2028-03-13,86.0,9122.9938,0.0,9036.9938,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,12,2028-03-20,86.0,7984.2952000000005,0.0,7898.2952000000005,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,13,2028-03-27,86.0,9690.822600000001,0.0,9604.822600000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,14,2028-04-03,86.0,10754.8642,0.0,10668.8642,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,15,2028-04-10,86.0,10565.774800000001,0.0,10479.774800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,16,2028-04-17,86.0,10334.304,0.0,10248.304,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,17,2028-04-24,86.0,8053.5652,0.0,7967.5652,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,18,2028-05-01,86.0,9367.4842,0.0,9281.4842,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,19,2028-05-08,86.0,8435.5106,0.0,8349.5106,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,20,2028-05-15,86.0,10398.222,0.0,10312.222,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,21,2028-05-22,86.0,8395.6404,0.0,8309.6404,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,22,2028-05-29,86.0,9748.643,0.0,9662.643,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,23,2028-06-05,86.0,10048.5422,0.0,9962.5422,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,24,2028-06-12,86.0,8702.16,0.0,8616.16,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,25,2028-06-19,86.0,10307.7496,0.0,10221.7496,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,26,2028-06-26,86.0,10476.7532,0.0,10390.7532,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,27,2028-07-03,86.0,8470.8182,0.0,8384.8182,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,28,2028-07-10,86.0,10730.0708,0.0,10644.0708,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,29,2028-07-17,86.0,8871.3162,0.0,8785.3162,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,30,2028-07-24,86.0,9081.522,0.0,8995.522,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,31,2028-07-31,86.0,8333.078,0.0,8247.078,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,32,2028-08-07,86.0,9394.3736,0.0,9308.3736,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,33,2028-08-14,86.0,8727.1402,0.0,8641.1402,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,34,2028-08-21,86.0,8827.7874,0.0,8741.7874,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,35,2028-08-28,86.0,10514.792800000001,0.0,10428.792800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,36,2028-09-04,86.0,8228.9518,0.0,8142.951800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,37,2028-09-11,86.0,8613.725199999999,0.0,8527.725199999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,38,2028-09-18,86.0,10509.2358,0.0,10423.2358,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,39,2028-09-25,86.0,7790.2182,0.0,7704.2182,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,40,2028-10-02,86.0,10033.6564,0.0,9947.6564,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,41,2028-10-09,86.0,8672.6382,0.0,8586.6382,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,42,2028-10-16,86.0,7973.5678,0.0,7887.5678,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,43,2028-10-23,86.0,9073.2182,0.0,8987.2182,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,44,2028-10-30,86.0,9056.1646,0.0,8970.1646,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,45,2028-11-06,86.0,9387.367400000001,0.0,9301.367400000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,46,2028-11-13,86.0,9592.1504,0.0,9506.1504,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,47,2028-11-20,86.0,9692.2776,0.0,9606.2776,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,48,2028-11-27,86.0,9064.3344,0.0,8978.3344,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,49,2028-12-04,86.0,8481.4286,0.0,8395.4286,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,50,2028-12-11,86.0,8205.531,0.0,8119.531000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,51,2028-12-18,86.0,8563.9218,0.0,8477.9218,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_5,2028,52,2028-12-25,86.0,9596.1922,0.0,9510.1922,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,1,2025-12-29,86.0,9840.488000000001,0.0,9754.488000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,2,2026-01-05,86.0,11333.712599999999,0.0,11247.712599999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,3,2026-01-12,86.0,10490.5314,0.0,10404.5314,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,4,2026-01-19,86.0,10389.398000000001,0.0,10303.398000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,5,2026-01-26,86.0,11625.7266,0.0,11539.7266,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,6,2026-02-02,86.0,10749.6786,0.0,10663.6786,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,7,2026-02-09,86.0,11022.7578,0.0,10936.7578,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,8,2026-02-16,86.0,10084.4344,0.0,9998.4344,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,9,2026-02-23,86.0,11291.6946,0.0,11205.6946,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,10,2026-03-02,86.0,11722.947199999999,0.0,11636.947199999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,11,2026-03-09,86.0,12311.2642,0.0,12225.2642,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,12,2026-03-16,86.0,11085.8686,0.0,10999.8686,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,13,2026-03-23,86.0,11007.4256,0.0,10921.4256,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,14,2026-03-30,86.0,9488.506000000001,0.0,9402.506000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,15,2026-04-06,86.0,9623.4288,0.0,9537.4288,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,16,2026-04-13,86.0,9861.660399999999,0.0,9775.660399999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,17,2026-04-20,86.0,10297.997000000001,0.0,10211.997000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,18,2026-04-27,86.0,11190.350999999999,0.0,11104.350999999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,19,2026-05-04,86.0,11948.6754,0.0,11862.6754,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,20,2026-05-11,86.0,9510.322,0.0,9424.322,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,21,2026-05-18,86.0,9548.6008,0.0,9462.6008,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,22,2026-05-25,86.0,11987.376799999998,0.0,11901.376799999998,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,23,2026-06-01,86.0,9810.723,0.0,9724.723,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,24,2026-06-08,86.0,9219.168599999999,0.0,9133.168599999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,25,2026-06-15,86.0,10908.0694,0.0,10822.0694,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,26,2026-06-22,86.0,9623.8372,0.0,9537.8372,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,27,2026-06-29,86.0,12028.2742,0.0,11942.2742,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,28,2026-07-06,86.0,9613.740600000001,0.0,9527.740600000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,29,2026-07-13,86.0,11073.7148,0.0,10987.7148,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,30,2026-07-20,86.0,9288.4868,0.0,9202.4868,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,31,2026-07-27,86.0,10963.413,0.0,10877.413,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,32,2026-08-03,86.0,11310.5534,0.0,11224.5534,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,33,2026-08-10,86.0,9146.407,0.0,9060.407,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,34,2026-08-17,86.0,10434.0232,0.0,10348.0232,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,35,2026-08-24,86.0,12043.8726,0.0,11957.8726,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,36,2026-08-31,86.0,10697.6716,0.0,10611.6716,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,37,2026-09-07,86.0,10084.3328,0.0,9998.3328,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,38,2026-09-14,86.0,9764.436,0.0,9678.436,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,39,2026-09-21,86.0,9333.552599999999,0.0,9247.552599999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,40,2026-09-28,86.0,11744.882800000001,0.0,11658.882800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,41,2026-10-05,86.0,9301.0792,0.0,9215.0792,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,42,2026-10-12,86.0,10802.7654,0.0,10716.7654,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,43,2026-10-19,86.0,9061.8608,0.0,8975.8608,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,44,2026-10-26,86.0,11638.921199999999,0.0,11552.921199999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,45,2026-11-02,86.0,12036.8176,0.0,11950.8176,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,46,2026-11-09,86.0,11733.9714,0.0,11647.9714,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,47,2026-11-16,86.0,9791.731,0.0,9705.731,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,48,2026-11-23,86.0,11390.9044,0.0,11304.9044,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,49,2026-11-30,86.0,9560.2564,0.0,9474.2564,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,50,2026-12-07,86.0,9987.2546,0.0,9901.2546,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,51,2026-12-14,86.0,9705.5704,0.0,9619.5704,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2026,52,2026-12-21,86.0,11596.9942,0.0,11510.9942,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,1,2027-01-04,86.0,9883.6728,0.0,9797.6728,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,2,2027-01-11,86.0,12260.9236,0.0,12174.9236,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,3,2027-01-18,86.0,10106.2742,0.0,10020.2742,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,4,2027-01-25,86.0,10232.893,0.0,10146.893,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,5,2027-02-01,86.0,11505.3334,0.0,11419.3334,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,6,2027-02-08,86.0,11855.4628,0.0,11769.4628,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,7,2027-02-15,86.0,9270.1244,0.0,9184.1244,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,8,2027-02-22,86.0,12239.0366,0.0,12153.0366,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,9,2027-03-01,86.0,9831.158800000001,0.0,9745.158800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,10,2027-03-08,86.0,9910.1338,0.0,9824.1338,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,11,2027-03-15,86.0,10692.681,0.0,10606.681,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,12,2027-03-22,86.0,10129.818800000001,0.0,10043.818800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,13,2027-03-29,86.0,12007.0034,0.0,11921.0034,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,14,2027-04-05,86.0,10527.9734,0.0,10441.9734,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,15,2027-04-12,86.0,9278.7016,0.0,9192.7016,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,16,2027-04-19,86.0,10684.454600000001,0.0,10598.454600000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,17,2027-04-26,86.0,10085.6626,0.0,9999.6626,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,18,2027-05-03,86.0,12322.3482,0.0,12236.3482,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,19,2027-05-10,86.0,10936.9,0.0,10850.9,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,20,2027-05-17,86.0,10179.4658,0.0,10093.4658,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,21,2027-05-24,86.0,10579.764000000001,0.0,10493.764000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,22,2027-05-31,86.0,10644.572600000001,0.0,10558.572600000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,23,2027-06-07,86.0,9600.8788,0.0,9514.8788,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,24,2027-06-14,86.0,10525.9406,0.0,10439.9406,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,25,2027-06-21,86.0,11298.064,0.0,11212.064,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,26,2027-06-28,86.0,10093.6582,0.0,10007.6582,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,27,2027-07-05,86.0,11035.3094,0.0,10949.3094,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,28,2027-07-12,86.0,11639.748399999999,0.0,11553.748399999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,29,2027-07-19,86.0,10122.381000000001,0.0,10036.381000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,30,2027-07-26,86.0,12141.571600000001,0.0,12055.571600000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,31,2027-08-02,86.0,12109.8884,0.0,12023.8884,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,32,2027-08-09,86.0,10651.6122,0.0,10565.6122,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,33,2027-08-16,86.0,11920.4702,0.0,11834.4702,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,34,2027-08-23,86.0,10519.657000000001,0.0,10433.657000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,35,2027-08-30,86.0,12158.7382,0.0,12072.7382,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,36,2027-09-06,86.0,11537.934799999999,0.0,11451.934799999999,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,37,2027-09-13,86.0,12215.336,0.0,12129.336,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,38,2027-09-20,86.0,9008.710000000001,0.0,8922.710000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,39,2027-09-27,86.0,9799.6586,0.0,9713.6586,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,40,2027-10-04,86.0,11700.9148,0.0,11614.9148,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,41,2027-10-11,86.0,11661.4104,0.0,11575.4104,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,42,2027-10-18,86.0,11490.846,0.0,11404.846,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,43,2027-10-25,86.0,9594.549200000001,0.0,9508.549200000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,44,2027-11-01,86.0,9712.744,0.0,9626.744,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,45,2027-11-08,86.0,10419.804,0.0,10333.804,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,46,2027-11-15,86.0,11810.0356,0.0,11724.0356,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,47,2027-11-22,86.0,10078.700400000002,0.0,9992.700400000002,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,48,2027-11-29,86.0,11236.9922,0.0,11150.9922,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,49,2027-12-06,86.0,11512.1054,0.0,11426.1054,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,50,2027-12-13,86.0,11322.9976,0.0,11236.9976,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,51,2027-12-20,86.0,12021.6318,0.0,11935.6318,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2027,52,2027-12-27,86.0,9726.8796,0.0,9640.8796,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,1,2028-01-03,86.0,10015.5342,0.0,9929.5342,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,2,2028-01-10,86.0,10741.485,0.0,10655.485,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,3,2028-01-17,86.0,9381.0608,0.0,9295.0608,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,4,2028-01-24,86.0,10435.0492,0.0,10349.0492,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,5,2028-01-31,86.0,11984.342,0.0,11898.342,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,6,2028-02-07,86.0,9234.7346,0.0,9148.7346,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,7,2028-02-14,86.0,11712.2152,0.0,11626.2152,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,8,2028-02-21,86.0,12262.499,0.0,12176.499,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,9,2028-02-28,86.0,11632.3644,0.0,11546.3644,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,10,2028-03-06,86.0,9407.9188,0.0,9321.9188,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,11,2028-03-13,86.0,9711.411,0.0,9625.411,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,12,2028-03-20,86.0,12263.6474,0.0,12177.6474,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,13,2028-03-27,86.0,11564.416000000001,0.0,11478.416000000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,14,2028-04-03,86.0,11221.6666,0.0,11135.6666,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,15,2028-04-10,86.0,10980.872800000001,0.0,10894.872800000001,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,16,2028-04-17,86.0,9535.8292,0.0,9449.8292,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,17,2028-04-24,86.0,11759.5972,0.0,11673.5972,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,18,2028-05-01,86.0,10353.7848,0.0,10267.7848,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,19,2028-05-08,86.0,11036.5008,0.0,10950.5008,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,20,2028-05-15,86.0,9402.5216,0.0,9316.5216,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,21,2028-05-22,86.0,9665.6396,0.0,9579.6396,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,22,2028-05-29,86.0,10641.2366,0.0,10555.2366,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,23,2028-06-05,86.0,9850.636,0.0,9764.636,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,24,2028-06-12,86.0,11117.611,0.0,11031.611,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,25,2028-06-19,86.0,11714.3626,0.0,11628.3626,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,26,2028-06-26,86.0,12054.163,0.0,11968.163,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,27,2028-07-03,86.0,9725.2836,0.0,9639.2836,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,28,2028-07-10,86.0,11258.5098,0.0,11172.5098,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,29,2028-07-17,86.0,9915.6572,0.0,9829.6572,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,30,2028-07-24,86.0,11631.9052,0.0,11545.9052,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,31,2028-07-31,86.0,12140.9764,0.0,12054.9764,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,32,2028-08-07,86.0,10778.507,0.0,10692.507,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,33,2028-08-14,86.0,9080.8318,0.0,8994.8318,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,34,2028-08-21,86.0,12011.992,0.0,11925.992,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,35,2028-08-28,86.0,9147.0522,0.0,9061.0522,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,36,2028-09-04,86.0,10502.9962,0.0,10416.9962,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,37,2028-09-11,86.0,11955.0042,0.0,11869.0042,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,38,2028-09-18,86.0,9361.6674,0.0,9275.6674,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,39,2028-09-25,86.0,11161.8664,0.0,11075.8664,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,40,2028-10-02,86.0,12034.6494,0.0,11948.6494,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,41,2028-10-09,86.0,9977.4134,0.0,9891.4134,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,42,2028-10-16,86.0,11278.7516,0.0,11192.7516,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,43,2028-10-23,86.0,9654.9372,0.0,9568.9372,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,44,2028-10-30,86.0,10313.7194,0.0,10227.7194,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,45,2028-11-06,86.0,12078.5896,0.0,11992.5896,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,46,2028-11-13,86.0,9674.1202,0.0,9588.1202,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,47,2028-11-20,86.0,10645.8074,0.0,10559.8074,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,48,2028-11-27,86.0,10006.5792,0.0,9920.5792,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,49,2028-12-04,86.0,10855.5462,0.0,10769.5462,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,50,2028-12-11,86.0,9522.8778,0.0,9436.8778,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,51,2028-12-18,86.0,10444.5666,0.0,10358.5666,clarix_legacy_capacity,READY
NW01,P01_NW01_PRESS_6,2028,52,2028-12-25,86.0,12114.1098,0.0,12028.1098,clarix_legacy_capacity,READY
NW02,P01_NW02_ASSY_1,2026,1,2025-12-29,26.16,8198.409,0.0,8172.249,clarix_legacy_capacity,READY
