scope_id,quarter_id,project_id,prior_on_time_feasible_flag,prior_expedite_flag,prior_service_violation_risk,carry_over_service_caution_flag,explanation_note
mvp_3plant,2028-Q1,SF-100603,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100603,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100603,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100603,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100633,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100633,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100633,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100633,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q2,SF-100635,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100635,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100635,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q3,SF-100644,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100644,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100644,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100644,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100644,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100663,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100663,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100663,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100663,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100673,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100673,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100673,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100673,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q1,SF-100675,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100675,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100675,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100675,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100681,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100681,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100681,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100681,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100697,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100697,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100697,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100697,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100705,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100705,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100705,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100705,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100705,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100705,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100705,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q1,SF-100719,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100719,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100719,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100719,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
