plant,header_material,component_material,qty_per,qty_per_effective,lead_time_weeks,comp_class,component_description,bom_status,reason_code
P01_NW02_Northwind Heartland,MAT-100752,RM-COIL-SS316,7.699,8.12,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100752,RM-COIL-TI,5.114,5.477,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100753,RM-COIL-TI,5.002,5.295,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100761,RM-COIL-NI,9.719,10.371,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100762,RM-COIL-SS316,10.511,11.205,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100767,RM-COIL-SS304,12.773,13.198,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100770,RM-COIL-HC276,7.119,7.632,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100771,RM-COIL-AL,4.481,4.779,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100773,RM-COIL-SS304,13.958,14.758,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100774,RM-COIL-SS316,11.028,11.573,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100774,RM-COIL-HC276,11.627,12.13,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100779,RM-COIL-TI,8.523,9.215,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100779,RM-COIL-HC276,16.307,16.816,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100782,RM-COIL-SS316,6.236,6.368,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100792,RM-COIL-TI,4.356,4.532,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100796,RM-COIL-AL,7.394,7.864,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100796,RM-COIL-HC276,14.56,15.37,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100798,RM-COIL-NI,7.135,7.54,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100800,RM-COIL-TI,5.674,6.118,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100800,RM-COIL-HC276,7.955,8.228,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100802,RM-COIL-TI,4.586,4.799,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100802,RM-COIL-HC276,7.852,8.312,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100804,RM-COIL-NI,6.751,7.193,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100813,RM-COIL-TI,4.74,5.043,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100814,RM-COIL-TI,5.348,5.674,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100817,RM-COIL-AL,5.078,5.34,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100817,RM-COIL-SS316,7.99,8.508,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100822,RM-COIL-HC276,11.472,11.841,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100825,RM-COIL-HC276,8.962,9.37,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100826,RM-COIL-SS304,6.873,7.081,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100831,RM-COIL-HC276,7.221,7.661,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100835,RM-COIL-SS304,7.278,7.542,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100836,RM-COIL-TI,5.24,5.42,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100838,RM-COIL-HC276,7.509,8.019,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100841,RM-COIL-TI,5.971,6.304,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100841,RM-COIL-SS304,5.965,6.163,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100845,RM-COIL-HC276,12.268,13.102,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100845,RM-COIL-AL,7.283,7.725,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100848,RM-COIL-NI,6.386,6.946,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100861,RM-COIL-SS304,7.278,7.571,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100867,RM-COIL-SS316,7.178,7.505,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100868,RM-COIL-SS316,10.631,11.169,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100869,RM-COIL-NI,9.866,10.396,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100869,RM-COIL-SS316,14.676,15.059,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100870,RM-COIL-SS304,8.986,9.504,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100872,RM-COIL-TI,4.873,5.005,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100874,RM-COIL-SS304,6.628,7.031,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100875,RM-COIL-NI,9.91,10.562,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100888,RM-COIL-AL,4.967,5.203,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100890,RM-COIL-SS316,8.226,8.583,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100890,RM-COIL-NI,5.423,5.604,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100894,RM-COIL-NI,6.729,7.166,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100895,RM-COIL-AL,6.595,6.774,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100896,RM-COIL-AL,5.462,5.638,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100907,RM-COIL-HC276,9.642,10.108,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100907,RM-COIL-NI,8.107,8.492,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100909,RM-COIL-TI,5.093,5.298,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100921,RM-COIL-SS316,7.893,8.501,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100922,RM-COIL-AL,4.463,4.566,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100922,RM-COIL-SS304,5.626,5.848,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100924,RM-COIL-NI,5.449,5.797,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100924,RM-COIL-SS316,7.953,8.507,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100931,RM-COIL-SS316,10.373,10.707,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100932,RM-COIL-SS316,8.289,8.647,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100942,RM-COIL-SS316,10.628,11.014,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100944,RM-COIL-TI,6.052,6.266,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100944,RM-COIL-SS316,8.289,8.632,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100951,RM-COIL-AL,4.677,5.038,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100956,RM-COIL-AL,5.039,5.221,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100956,RM-COIL-TI,5.4,5.807,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100965,RM-COIL-SS316,14.744,15.385,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100966,RM-COIL-HC276,10.125,10.522,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100966,RM-COIL-TI,8.262,8.889,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100969,RM-COIL-HC276,9.26,9.625,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100972,RM-COIL-SS316,6.417,6.86,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100976,RM-COIL-TI,11.033,11.728,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100980,RM-COIL-HC276,9.108,9.448,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100983,RM-COIL-NI,9.354,9.913,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100983,RM-COIL-TI,10.657,11.131,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100986,RM-COIL-HC276,6.509,6.898,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100987,RM-COIL-TI,5.389,5.787,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-100987,RM-COIL-NI,6.112,6.477,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101003,RM-COIL-HC276,8.675,8.937,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101003,RM-COIL-NI,8.967,9.401,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101008,RM-COIL-TI,5.785,5.972,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101008,RM-COIL-SS316,7.388,7.739,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101012,RM-COIL-NI,10.738,11.553,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101014,RM-COIL-SS316,10.684,10.985,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101016,RM-COIL-AL,4.632,4.734,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101022,RM-COIL-SS316,7.877,8.535,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101025,RM-COIL-NI,9.121,9.471,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101029,RM-COIL-SS316,7.599,8.061,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101029,RM-COIL-AL,5.0,5.243,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101031,RM-COIL-TI,8.783,9.435,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101031,RM-COIL-HC276,12.929,13.623,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101033,RM-COIL-SS316,6.248,6.564,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101036,RM-COIL-SS316,14.013,14.707,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101037,RM-COIL-SS316,15.265,16.572,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101045,RM-COIL-HC276,7.061,7.575,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101057,RM-COIL-HC276,6.68,7.056,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101058,RM-COIL-SS304,6.468,7.015,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101061,RM-COIL-NI,11.331,11.986,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101065,RM-COIL-SS316,6.067,6.256,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101068,RM-COIL-NI,5.57,5.942,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101074,RM-COIL-SS304,9.512,9.98,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101078,RM-COIL-SS316,6.752,7.017,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101084,RM-COIL-HC276,14.404,15.058,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101087,RM-COIL-AL,6.31,6.779,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101088,RM-COIL-AL,4.014,4.315,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101090,RM-COIL-HC276,7.401,7.745,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101090,RM-COIL-AL,3.945,4.185,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101092,RM-COIL-NI,6.521,6.724,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101094,RM-COIL-SS304,6.015,6.282,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101094,RM-COIL-SS316,6.271,6.618,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101097,RM-COIL-AL,7.445,7.948,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101098,RM-COIL-SS304,7.333,7.784,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101099,RM-COIL-TI,5.921,6.118,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101104,RM-COIL-TI,6.101,6.444,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101104,RM-COIL-HC276,7.245,7.707,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101114,RM-COIL-TI,5.184,5.579,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101133,RM-COIL-HC276,15.852,16.186,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101141,RM-COIL-HC276,6.819,7.33,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101145,RM-COIL-SS304,12.046,12.606,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101147,RM-COIL-TI,8.256,8.823,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101149,RM-COIL-TI,6.098,6.388,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101149,RM-COIL-HC276,8.972,9.207,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101155,RM-COIL-TI,4.644,4.958,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101157,RM-COIL-AL,8.85,9.135,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101157,RM-COIL-NI,9.185,9.564,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101158,RM-COIL-AL,5.938,6.402,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101158,RM-COIL-HC276,11.692,12.343,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101159,RM-COIL-AL,6.178,6.44,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101159,RM-COIL-SS316,7.881,8.095,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101168,RM-COIL-NI,9.688,10.497,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101169,RM-COIL-AL,8.241,8.782,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101171,RM-COIL-AL,5.299,5.714,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101176,RM-COIL-NI,5.622,5.906,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101178,RM-COIL-SS304,6.281,6.618,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101183,RM-COIL-NI,8.048,8.493,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101186,RM-COIL-SS304,5.524,5.725,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101186,RM-COIL-HC276,8.369,8.901,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101189,RM-COIL-TI,5.539,5.882,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101191,RM-COIL-AL,4.945,5.165,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101194,RM-COIL-SS316,8.258,8.499,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101195,RM-COIL-SS316,8.11,8.438,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101196,RM-COIL-TI,6.128,6.627,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101196,RM-COIL-HC276,8.22,8.795,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101203,RM-COIL-TI,5.212,5.423,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101204,RM-COIL-TI,9.43,10.158,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101204,RM-COIL-AL,10.362,11.13,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101208,RM-COIL-TI,6.352,6.635,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101209,RM-COIL-SS304,6.594,6.847,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101214,RM-COIL-NI,5.884,6.254,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101221,RM-COIL-TI,5.305,5.648,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101222,RM-COIL-TI,5.427,5.819,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101223,RM-COIL-TI,10.937,11.557,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101224,RM-COIL-TI,5.901,6.121,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101225,RM-COIL-TI,4.719,5.079,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101232,RM-COIL-HC276,7.369,7.65,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101232,RM-COIL-SS304,6.033,6.379,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101236,RM-COIL-HC276,6.705,6.901,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101236,RM-COIL-TI,4.816,5.192,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101238,RM-COIL-HC276,9.304,9.604,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101243,RM-COIL-SS304,9.155,9.56,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101243,RM-COIL-SS316,10.172,10.603,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101245,RM-COIL-SS304,5.827,6.314,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101248,RM-COIL-SS316,7.032,7.343,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101256,RM-COIL-HC276,8.789,9.063,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101259,RM-COIL-AL,7.647,8.01,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101259,RM-COIL-HC276,13.311,13.794,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101260,RM-COIL-AL,4.331,4.647,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101261,RM-COIL-SS304,7.636,7.96,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101262,RM-COIL-TI,5.128,5.335,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101268,RM-COIL-SS316,7.457,7.934,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101268,RM-COIL-NI,6.765,7.037,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101275,RM-COIL-AL,5.099,5.376,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101277,RM-COIL-SS304,11.04,11.686,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101277,RM-COIL-HC276,15.321,16.188,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101289,RM-COIL-SS304,11.905,12.447,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101296,RM-COIL-AL,3.954,4.242,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101297,RM-COIL-TI,4.38,4.714,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101298,RM-COIL-TI,4.876,5.181,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101298,RM-COIL-SS316,5.95,6.281,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101300,RM-COIL-SS316,10.881,11.835,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101300,RM-COIL-AL,7.907,8.332,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101304,RM-COIL-SS304,6.116,6.532,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101304,RM-COIL-TI,6.168,6.531,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW02_Northwind Heartland,MAT-101305,RM-COIL-AL,4.499,4.795,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
