plant,plant_name,snapshot_date,ops_group,material,material_description,stock_qty,atp_qty,safety_stock_qty,in_transit_qty,total_stock_value_eur,reason_code
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101261,S120/PL.12 304TL 0.6mm,5023,3419,551,1938,336759.23,READY
NW02,Northwind Heartland,2026-04-03,OPS-S140,MAT-101262,S140/PL.13 304TL 0.7mm,11833,10032,1023,2738,379900.62,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX100,MAT-101268,MX100/PL.19 304TL 0.7mm,11088,7899,510,2833,824350.77,READY
NW02,Northwind Heartland,2026-04-03,OPS-S160,MAT-101275,S160/PL.26 304TL 0.4mm,11731,7232,458,3067,251134.66,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101277,XL520/PL.28 304TL 0.7mm,1567,795,1195,291,105328.16,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101289,XL520/PL.40 304TL 0.6mm,6643,5028,231,350,22571.16,READY
NW02,Northwind Heartland,2026-04-03,OPS-S62,MAT-101296,S62/PL.47 304TL 0.4mm,8300,7515,152,1683,112446.28,READY
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101297,S120/PL.48 304TL 0.6mm,10585,5603,990,1653,415740.9,READY
NW02,Northwind Heartland,2026-04-03,OPS-S140,MAT-101298,S140/PL.49 304TL 0.7mm,9695,6290,555,158,448442.67,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL420,MAT-101300,XL420/PL.01 304TL 0.7mm,11674,7479,1136,2408,736228.6,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX100,MAT-101304,MX100/PL.05 304TL 0.7mm,2761,1399,298,1174,75959.14,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX200,MAT-101305,MX200/PL.06 304TL 0.6mm,682,401,793,1933,60470.07,READY
NW02,Northwind Heartland,2026-04-03,OPS-S160,MAT-101311,S160/PL.12 304TL 0.7mm,4413,3476,920,2792,383636.01,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101314,PRO-9X/PL.15 304TL 0.5mm,9614,6786,717,3235,533629.1,READY
NW02,Northwind Heartland,2026-04-03,OPS-S160,MAT-101323,S160/PL.24 304TL 0.7mm,992,938,273,1110,125274.7,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101325,XL520/PL.26 304TL 0.5mm,8322,4384,850,2287,566143.34,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX200,MAT-101329,MX200/PL.30 304TL 0.6mm,5804,3190,449,560,297471.74,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX250,MAT-101330,MX250/PL.31 304TL 0.4mm,5772,4825,280,1180,205934.35,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101338,PRO-9X/PL.39 304TL 0.6mm,1537,1254,678,2926,15183.31,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX100,MAT-101340,MX100/PL.41 304TL 0.4mm,3293,1945,1196,1368,112847.27,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX200,MAT-101341,MX200/PL.42 304TL 0.4mm,1232,813,211,75,10393.14,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101349,XL520/PL.50 304TL 0.8mm,2195,1225,280,2273,31996.34,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101350,PRO-9X/PL.01 304TL 0.5mm,9242,6960,227,2946,279571.33,READY
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101357,S120/PL.08 304TL 0.5mm,10652,8491,627,3183,783800.18,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-12X,MAT-101363,PRO-12X/PL.14 304TL 0.5mm,7081,5120,166,1089,383245.78,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX100,MAT-101364,MX100/PL.15 304TL 0.4mm,11776,6859,109,1000,460787.09,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX250,MAT-101366,MX250/PL.17 304TL 0.6mm,10628,9411,633,2203,85029.41,READY
NW02,Northwind Heartland,2026-04-03,OPS-HT80,MAT-101367,HT80/PL.18 304TL 0.7mm,3117,1830,399,675,220140.21,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101373,XL520/PL.24 304TL 0.7mm,5944,3381,265,358,162854.7,READY
NW02,Northwind Heartland,2026-04-03,OPS-S62,MAT-101380,S62/PL.31 304TL 0.4mm,7648,4608,977,774,308367.57,READY
NW02,Northwind Heartland,2026-04-03,OPS-S160,MAT-101383,S160/PL.34 304TL 0.6mm,3199,1912,547,387,120538.89,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL420,MAT-101384,XL420/PL.35 304TL 0.6mm,10768,7339,199,3069,671946.48,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101398,PRO-9X/PL.49 304TL 0.5mm,6876,3856,92,1365,404658.2,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-12X,MAT-101399,PRO-12X/PL.50 304TL 0.7mm,763,536,233,82,10498.13,READY
NW02,Northwind Heartland,2026-04-03,OPS-HT80,MAT-101403,HT80/PL.04 304TL 0.6mm,1680,1313,136,1192,124850.11,READY
NW02,Northwind Heartland,2026-04-03,OPS-S62,MAT-101404,S62/PL.05 304TL 0.8mm,10858,7935,122,2286,125763.15,READY
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101405,S120/PL.06 304TL 0.5mm,201,171,854,2407,34592.28,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101410,PRO-9X/PL.11 304TL 0.4mm,163,146,1014,1888,83947.16,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-12X,MAT-101411,PRO-12X/PL.12 304TL 0.7mm,7105,4193,423,2009,136405.54,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX250,MAT-101426,MX250/PL.27 304TL 0.7mm,2116,1805,1134,442,91366.94,READY
NW02,Northwind Heartland,2026-04-03,OPS-S140,MAT-101430,S140/PL.31 304TL 0.8mm,5875,4304,615,2364,82392.79,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL420,MAT-101432,XL420/PL.33 304TL 0.8mm,5730,2978,1187,2372,221794.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-9X,MAT-101446,PRO-9X/PL.47 304TL 0.5mm,3428,3186,753,3357,209402.22,READY
NW02,Northwind Heartland,2026-04-03,OPS-PRO-12X,MAT-101447,PRO-12X/PL.48 304TL 0.7mm,9305,5114,1023,346,205845.67,READY
NW02,Northwind Heartland,2026-04-03,OPS-HT80,MAT-101451,HT80/PL.02 304TL 0.5mm,3501,2460,520,1921,99699.3,READY
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101453,S120/PL.04 304TL 0.6mm,10959,6478,1040,2650,556319.94,READY
NW02,Northwind Heartland,2026-04-03,OPS-S140,MAT-101454,S140/PL.05 304TL 0.4mm,6170,3698,561,3435,386753.4,READY
NW02,Northwind Heartland,2026-04-03,OPS-S160,MAT-101455,S160/PL.06 304TL 0.7mm,1185,1014,1164,761,82099.55,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL420,MAT-101456,XL420/PL.07 304TL 0.5mm,10832,8088,326,2995,103037.41,READY
NW02,Northwind Heartland,2026-04-03,OPS-S62,MAT-101464,S62/PL.15 304TL 0.7mm,1206,1079,1078,1588,61533.38,READY
NW02,Northwind Heartland,2026-04-03,OPS-S120,MAT-101465,S120/PL.16 304TL 0.6mm,69,46,1110,2461,38692.19,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL420,MAT-101480,XL420/PL.31 304TL 0.6mm,1302,676,790,2172,134909.43,READY
NW02,Northwind Heartland,2026-04-03,OPS-HT80,MAT-101487,HT80/PL.38 304TL 0.4mm,10601,6397,872,539,378990.96,READY
NW02,Northwind Heartland,2026-04-03,OPS-S62,MAT-101488,S62/PL.39 304TL 0.7mm,3394,3036,962,3132,57071.55,READY
NW02,Northwind Heartland,2026-04-03,OPS-XL520,MAT-101493,XL520/PL.44 304TL 0.7mm,8613,6608,766,761,56641.4,READY
NW02,Northwind Heartland,2026-04-03,OPS-MX100,MAT-101496,MX100/PL.47 304TL 0.3mm,335,292,586,1719,113753.41,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200001,M8-NBR GASKET 02,1911,1334,730,497,95360.03,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200005,M14-HNBR GASKET 06,5156,4122,219,241,22397.83,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200006,M18-AFLAS GASKET 07,11181,5634,564,2177,600780.13,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200013,M14-HNBR GASKET 14,6792,5374,395,2788,67261.42,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200019,M6-FKM GASKET 20,2063,1895,1032,3264,84091.42,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200023,M22-NBR GASKET 24,3678,1962,957,58,28023.38,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200030,M18-AFLAS GASKET 31,8814,6740,948,1438,449910.53,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200032,M10-BFG GASKET 33,5093,2782,538,2463,214921.3,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200034,M12-EPDM GASKET 35,11669,7642,402,309,413878.89,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200036,M20-SILI GASKET 37,8381,6980,637,2825,279707.22,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200044,M20-SILI GASKET 05,335,176,970,2552,105746.0,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200047,M22-NBR GASKET 08,11334,8074,360,2851,818777.51,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200058,M12-EPDM GASKET 19,5252,3703,854,824,318549.99,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200059,M6-FKM GASKET 20,11747,6619,772,843,224466.88,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200063,M22-NBR GASKET 24,6264,4403,864,1711,287992.62,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200064,M10-BFG GASKET 25,11927,7713,433,2593,592531.97,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200073,M8-NBR GASKET 34,2943,2214,164,2824,215040.3,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200074,M12-EPDM GASKET 35,7117,4959,890,2388,218858.25,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200077,M14-HNBR GASKET 38,11945,10535,340,1620,569649.74,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200079,M22-NBR GASKET 40,11541,6914,635,1747,369060.19,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200080,M10-BFG GASKET 01,2429,1563,911,1096,160038.95,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200091,M6-FKM GASKET 12,11086,8981,896,1678,192110.57,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200096,M10-BFG GASKET 17,9967,8030,1139,2427,634538.15,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200098,M12-EPDM GASKET 19,4686,4430,763,688,73008.83,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200099,M6-FKM GASKET 20,3776,2352,738,2824,136304.85,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200106,M12-EPDM GASKET 27,9488,5467,583,3430,412290.17,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200109,M14-HNBR GASKET 30,3766,2597,1052,1460,122773.5,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200111,M22-NBR GASKET 32,4235,3570,667,1126,73997.91,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200113,M8-NBR GASKET 34,3322,2400,1174,2096,277985.14,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200114,M12-EPDM GASKET 35,376,301,411,2729,55314.9,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200119,M22-NBR GASKET 40,10708,9627,776,1580,505077.6,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200122,M12-EPDM GASKET 03,2340,1525,822,1581,140116.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200123,M6-FKM GASKET 04,1444,1006,560,1182,124713.19,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200125,M14-HNBR GASKET 06,11503,9925,998,3033,447043.79,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200128,M10-BFG GASKET 09,4556,4027,1145,1127,45114.71,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200129,M8-NBR GASKET 10,1752,1105,384,988,48059.19,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200131,M6-FKM GASKET 12,3603,1952,127,2873,30394.49,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200132,M20-SILI GASKET 13,11917,7155,1006,3166,345366.73,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200140,M20-SILI GASKET 21,5229,2773,148,2265,112856.24,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200142,M18-AFLAS GASKET 23,3152,1774,700,2169,150716.37,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200145,M8-NBR GASKET 26,7699,3968,258,1861,288916.8,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200148,M20-SILI GASKET 29,6719,5670,698,1866,254607.42,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200149,M14-HNBR GASKET 30,5339,3909,1193,2197,161541.3,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200152,M10-BFG GASKET 33,1414,1148,480,3367,37331.98,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200158,M18-AFLAS GASKET 39,2239,1220,176,2232,236037.16,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200159,M22-NBR GASKET 40,11896,8009,1193,508,379990.17,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200160,M10-BFG GASKET 01,7600,5214,930,513,174183.32,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200162,M12-EPDM GASKET 03,7150,5612,862,1479,176458.45,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200166,M18-AFLAS GASKET 07,10393,9010,663,74,337232.49,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200169,M8-NBR GASKET 10,59,52,519,3423,124596.34,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200172,M20-SILI GASKET 13,1159,839,1165,165,5245.42,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200173,M14-HNBR GASKET 14,399,271,450,1111,70731.28,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200174,M18-AFLAS GASKET 15,0,0,200,693,30061.01,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200177,M8-NBR GASKET 18,6787,3958,264,1679,348092.23,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200183,M22-NBR GASKET 24,10501,8126,1134,3004,210671.91,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200190,M18-AFLAS GASKET 31,5785,3600,379,54,139780.6,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200191,M22-NBR GASKET 32,1810,1478,1141,1752,41719.39,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200197,M14-HNBR GASKET 38,5760,5314,393,3384,232437.38,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200200,M10-BFG GASKET 01,6047,3054,1183,1733,311494.22,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200210,M12-EPDM GASKET 11,8984,6910,780,1019,500480.92,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200217,M8-NBR GASKET 18,8544,4440,540,2325,286593.09,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200220,M20-SILI GASKET 21,298,217,872,2632,175792.93,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200228,M20-SILI GASKET 29,3067,1842,565,1182,176435.09,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200235,M6-FKM GASKET 36,10287,6905,862,28,192187.62,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200238,M18-AFLAS GASKET 39,3732,3428,521,1138,197066.54,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200239,M22-NBR GASKET 40,3721,3395,277,2603,24647.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200240,M10-BFG GASKET 01,10622,5431,487,2743,70518.59,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200249,M8-NBR GASKET 10,3810,3138,959,696,15815.71,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200253,M14-HNBR GASKET 14,4269,3494,811,963,209534.7,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200275,M6-FKM GASKET 36,9841,5633,205,826,576916.12,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200281,M8-NBR GASKET 02,6338,3472,932,1275,87530.36,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200289,M8-NBR GASKET 10,10814,5844,1134,2836,195995.24,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200299,M6-FKM GASKET 20,4117,2798,1115,1035,293983.94,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200300,M20-SILI GASKET 21,8825,6477,335,1777,387871.16,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200302,M18-AFLAS GASKET 23,3300,1923,1153,1755,91282.85,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200306,M12-EPDM GASKET 27,11098,5644,634,298,249612.01,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200313,M8-NBR GASKET 34,604,429,155,1614,50518.1,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200316,M20-SILI GASKET 37,9722,5747,153,2750,500177.46,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200321,M8-NBR GASKET 02,10326,9622,444,2183,148824.06,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200328,M10-BFG GASKET 09,3643,2993,70,2034,59260.15,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200336,M10-BFG GASKET 17,11383,6707,1042,3091,445664.14,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200342,M18-AFLAS GASKET 23,17,13,455,3075,13472.88,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200344,M10-BFG GASKET 25,5329,3683,611,2119,346545.36,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200357,M14-HNBR GASKET 38,9224,5854,1131,2613,643997.69,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200364,M20-SILI GASKET 05,8502,5179,446,1967,599573.21,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200366,M18-AFLAS GASKET 07,2881,1943,789,2601,215027.52,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200375,M22-NBR GASKET 16,11971,9286,528,1613,485855.58,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200376,M10-BFG GASKET 17,10565,7624,739,1613,56679.52,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200395,M6-FKM GASKET 36,9535,7972,820,1765,114565.51,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200397,M14-HNBR GASKET 38,9600,7286,920,82,129472.29,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200400,M10-BFG GASKET 01,11228,6920,682,2498,297742.11,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200402,M12-EPDM GASKET 03,7994,6871,254,2035,425311.97,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200404,M20-SILI GASKET 05,11806,9875,503,833,551488.48,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200409,M8-NBR GASKET 10,3980,2010,398,3081,252089.96,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200413,M14-HNBR GASKET 14,9244,6779,667,1109,145662.18,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200419,M6-FKM GASKET 20,10669,6624,721,2419,587297.6,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200423,M22-NBR GASKET 24,9623,7341,1007,2771,39374.37,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200425,M8-NBR GASKET 26,2590,1988,1080,375,176960.18,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200427,M6-FKM GASKET 28,4558,2714,654,1273,254538.35,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200440,M10-BFG GASKET 01,4197,2881,724,1475,100443.45,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200447,M22-NBR GASKET 08,119,104,689,641,28842.47,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200450,M12-EPDM GASKET 11,9191,4907,617,2369,637495.98,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200460,M20-SILI GASKET 21,3065,1694,1038,1241,183112.6,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200462,M18-AFLAS GASKET 23,5937,4786,299,2074,405624.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200463,M22-NBR GASKET 24,7511,5148,577,1021,183042.87,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200464,M10-BFG GASKET 25,2767,1506,831,1761,20582.99,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200465,M8-NBR GASKET 26,4139,3049,885,1448,56791.47,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200466,M12-EPDM GASKET 27,4156,3663,1019,2333,252572.12,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200469,M14-HNBR GASKET 30,9668,6003,232,3302,189455.04,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200470,M18-AFLAS GASKET 31,1253,783,866,3019,58269.36,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200477,M14-HNBR GASKET 38,3425,2524,834,2022,267580.86,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200488,M10-BFG GASKET 09,4930,2974,1034,2167,355725.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200495,M22-NBR GASKET 16,474,317,234,515,53291.04,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200500,M20-SILI GASKET 21,10329,7502,994,3262,476391.63,READY
NW02,Northwind Heartland,2026-04-03,OPS-M18-AFLAS,MAT-200510,M18-AFLAS GASKET 31,884,599,1156,1073,96480.02,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200513,M8-NBR GASKET 34,5039,3751,171,2932,322069.5,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200517,M14-HNBR GASKET 38,3673,2605,1108,2188,263784.15,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200519,M22-NBR GASKET 40,8089,5361,754,1878,94745.2,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200521,M8-NBR GASKET 02,3376,2846,142,1516,179367.44,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200522,M12-EPDM GASKET 03,5252,2970,868,1594,294888.9,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200525,M14-HNBR GASKET 06,3261,2883,666,1495,211356.12,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200536,M10-BFG GASKET 17,241,200,406,2409,52815.23,READY
NW02,Northwind Heartland,2026-04-03,OPS-M22-NBR,MAT-200543,M22-NBR GASKET 24,11000,7167,390,1431,495920.14,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200546,M12-EPDM GASKET 27,957,655,422,3418,74450.59,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200562,M12-EPDM GASKET 03,9615,5148,412,869,423770.27,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200563,M6-FKM GASKET 04,4252,2608,76,2850,37461.25,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200568,M10-BFG GASKET 09,1586,860,345,850,82110.59,READY
NW02,Northwind Heartland,2026-04-03,OPS-M14-HNBR,MAT-200573,M14-HNBR GASKET 14,3767,2651,996,2097,158816.0,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200588,M20-SILI GASKET 29,4537,4256,1087,1695,282703.59,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200596,M20-SILI GASKET 37,7305,6293,964,1188,310581.15,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200600,M10-BFG GASKET 01,6061,4802,1043,2337,38390.41,READY
NW02,Northwind Heartland,2026-04-03,OPS-M12-EPDM,MAT-200602,M12-EPDM GASKET 03,8163,7694,1081,713,53789.54,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200609,M8-NBR GASKET 10,10490,8587,189,1002,155491.21,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200624,M10-BFG GASKET 25,5112,3140,855,839,150454.17,READY
NW02,Northwind Heartland,2026-04-03,OPS-M8-NBR,MAT-200633,M8-NBR GASKET 34,7359,4022,806,1497,141061.09,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200636,M20-SILI GASKET 37,5253,3848,1145,2035,160662.87,READY
NW02,Northwind Heartland,2026-04-03,OPS-M6-FKM,MAT-200643,M6-FKM GASKET 04,1604,953,807,2150,127529.12,READY
NW02,Northwind Heartland,2026-04-03,OPS-M20-SILI,MAT-200644,M20-SILI GASKET 05,4949,4271,300,1211,190017.35,READY
NW02,Northwind Heartland,2026-04-03,OPS-M10-BFG,MAT-200648,M10-BFG GASKET 09,10531,5703,91,2892,633267.95,READY
