scenario,plant,component_material,week,component_demand_qty,available_qty,shortage_qty,coverage_days_or_weeks,recommended_order_date,shortage_flag,sourcing_risk_score
all_in,NW05,RM-COIL-TI,W11 2026,22403.45,0.0,22403.45,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COIL-TI,W12 2026,22403.45,0.0,22403.45,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-AFLAS,W01 2026,949.2,0.0,949.2,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-AFLAS,W02 2026,949.2,0.0,949.2,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-AFLAS,W03 2026,949.2,0.0,949.2,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-AFLAS,W04 2026,949.2,0.0,949.2,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-AFLAS,W05 2026,949.2,0.0,949.2,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-AFLAS,W06 2026,949.2,0.0,949.2,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-AFLAS,W07 2026,949.2,0.0,949.2,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-AFLAS,W08 2026,949.2,0.0,949.2,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-AFLAS,W09 2026,949.2,0.0,949.2,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-AFLAS,W10 2026,949.2,0.0,949.2,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-AFLAS,W11 2026,949.2,0.0,949.2,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-AFLAS,W12 2026,949.2,0.0,949.2,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-EPDM,W01 2026,572.15,0.0,572.15,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-EPDM,W02 2026,572.15,0.0,572.15,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-EPDM,W03 2026,572.15,0.0,572.15,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-EPDM,W04 2026,572.15,0.0,572.15,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-EPDM,W05 2026,572.15,0.0,572.15,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-EPDM,W06 2026,572.15,0.0,572.15,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-EPDM,W07 2026,572.15,0.0,572.15,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-EPDM,W08 2026,572.15,0.0,572.15,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-EPDM,W09 2026,572.15,0.0,572.15,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-EPDM,W10 2026,572.15,0.0,572.15,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-EPDM,W11 2026,572.15,0.0,572.15,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-EPDM,W12 2026,572.15,0.0,572.15,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-FKM,W01 2026,851.2,0.0,851.2,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-FKM,W02 2026,851.2,0.0,851.2,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-FKM,W03 2026,851.2,0.0,851.2,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-FKM,W04 2026,851.2,0.0,851.2,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-FKM,W05 2026,851.2,0.0,851.2,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-FKM,W06 2026,851.2,0.0,851.2,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-FKM,W07 2026,851.2,0.0,851.2,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-FKM,W08 2026,851.2,0.0,851.2,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-FKM,W09 2026,851.2,0.0,851.2,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-FKM,W10 2026,851.2,0.0,851.2,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-FKM,W11 2026,851.2,0.0,851.2,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-FKM,W12 2026,851.2,0.0,851.2,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-HNBR,W01 2026,625.45,0.0,625.45,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-HNBR,W02 2026,625.45,0.0,625.45,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-HNBR,W03 2026,625.45,0.0,625.45,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-HNBR,W04 2026,625.45,0.0,625.45,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-HNBR,W05 2026,625.45,0.0,625.45,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-HNBR,W06 2026,625.45,0.0,625.45,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-HNBR,W07 2026,625.45,0.0,625.45,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-HNBR,W08 2026,625.45,0.0,625.45,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-HNBR,W09 2026,625.45,0.0,625.45,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-HNBR,W10 2026,625.45,0.0,625.45,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-HNBR,W11 2026,625.45,0.0,625.45,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-HNBR,W12 2026,625.45,0.0,625.45,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-NBR,W01 2026,756.9,0.0,756.9,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-NBR,W02 2026,756.9,0.0,756.9,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-NBR,W03 2026,756.9,0.0,756.9,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-NBR,W04 2026,756.9,0.0,756.9,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-NBR,W05 2026,756.9,0.0,756.9,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-NBR,W06 2026,756.9,0.0,756.9,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-NBR,W07 2026,756.9,0.0,756.9,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-NBR,W08 2026,756.9,0.0,756.9,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-NBR,W09 2026,756.9,0.0,756.9,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-NBR,W10 2026,756.9,0.0,756.9,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-NBR,W11 2026,756.9,0.0,756.9,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-NBR,W12 2026,756.9,0.0,756.9,0.0,2026-02-14,True,1.0
all_in,NW05,RM-COMP-SILI,W01 2026,612.8,0.0,612.8,0.0,2025-11-29,True,1.0
all_in,NW05,RM-COMP-SILI,W02 2026,612.8,0.0,612.8,0.0,2025-12-06,True,1.0
all_in,NW05,RM-COMP-SILI,W03 2026,612.8,0.0,612.8,0.0,2025-12-13,True,1.0
all_in,NW05,RM-COMP-SILI,W04 2026,612.8,0.0,612.8,0.0,2025-12-20,True,1.0
all_in,NW05,RM-COMP-SILI,W05 2026,612.8,0.0,612.8,0.0,2025-12-27,True,1.0
all_in,NW05,RM-COMP-SILI,W06 2026,612.8,0.0,612.8,0.0,2026-01-03,True,1.0
all_in,NW05,RM-COMP-SILI,W07 2026,612.8,0.0,612.8,0.0,2026-01-10,True,1.0
all_in,NW05,RM-COMP-SILI,W08 2026,612.8,0.0,612.8,0.0,2026-01-17,True,1.0
all_in,NW05,RM-COMP-SILI,W09 2026,612.8,0.0,612.8,0.0,2026-01-24,True,1.0
all_in,NW05,RM-COMP-SILI,W10 2026,612.8,0.0,612.8,0.0,2026-01-31,True,1.0
all_in,NW05,RM-COMP-SILI,W11 2026,612.8,0.0,612.8,0.0,2026-02-07,True,1.0
all_in,NW05,RM-COMP-SILI,W12 2026,612.8,0.0,612.8,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-AL,W01 2026,25761.05,0.0,25761.05,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-AL,W02 2026,25761.05,0.0,25761.05,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-AL,W03 2026,25761.05,0.0,25761.05,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-AL,W04 2026,25761.05,0.0,25761.05,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-AL,W05 2026,25761.05,0.0,25761.05,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-AL,W06 2026,25761.05,0.0,25761.05,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-AL,W07 2026,25761.05,0.0,25761.05,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-AL,W08 2026,25761.05,0.0,25761.05,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-AL,W09 2026,25761.05,0.0,25761.05,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-AL,W10 2026,25761.05,0.0,25761.05,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-AL,W11 2026,25761.05,0.0,25761.05,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-AL,W12 2026,25761.05,0.0,25761.05,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-HC276,W01 2026,38874.05,0.0,38874.05,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-HC276,W02 2026,38874.05,0.0,38874.05,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-HC276,W03 2026,38874.05,0.0,38874.05,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-HC276,W04 2026,38874.05,0.0,38874.05,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-HC276,W05 2026,38874.05,0.0,38874.05,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-HC276,W06 2026,38874.05,0.0,38874.05,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-HC276,W07 2026,38874.05,0.0,38874.05,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-HC276,W08 2026,38874.05,0.0,38874.05,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-HC276,W09 2026,38874.05,0.0,38874.05,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-HC276,W10 2026,38874.05,0.0,38874.05,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-HC276,W11 2026,38874.05,0.0,38874.05,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-HC276,W12 2026,38874.05,0.0,38874.05,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-NI,W01 2026,27243.4,0.0,27243.4,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-NI,W02 2026,27243.4,0.0,27243.4,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-NI,W03 2026,27243.4,0.0,27243.4,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-NI,W04 2026,27243.4,0.0,27243.4,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-NI,W05 2026,27243.4,0.0,27243.4,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-NI,W06 2026,27243.4,0.0,27243.4,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-NI,W07 2026,27243.4,0.0,27243.4,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-NI,W08 2026,27243.4,0.0,27243.4,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-NI,W09 2026,27243.4,0.0,27243.4,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-NI,W10 2026,27243.4,0.0,27243.4,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-NI,W11 2026,27243.4,0.0,27243.4,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-NI,W12 2026,27243.4,0.0,27243.4,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-SS304,W01 2026,24936.05,0.0,24936.05,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-SS304,W02 2026,24936.05,0.0,24936.05,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-SS304,W03 2026,24936.05,0.0,24936.05,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-SS304,W04 2026,24936.05,0.0,24936.05,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-SS304,W05 2026,24936.05,0.0,24936.05,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-SS304,W06 2026,24936.05,0.0,24936.05,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-SS304,W07 2026,24936.05,0.0,24936.05,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-SS304,W08 2026,24936.05,0.0,24936.05,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-SS304,W09 2026,24936.05,0.0,24936.05,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-SS304,W10 2026,24936.05,0.0,24936.05,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-SS304,W11 2026,24936.05,0.0,24936.05,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-SS304,W12 2026,24936.05,0.0,24936.05,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-SS316,W01 2026,25463.25,0.0,25463.25,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-SS316,W02 2026,25463.25,0.0,25463.25,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-SS316,W03 2026,25463.25,0.0,25463.25,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-SS316,W04 2026,25463.25,0.0,25463.25,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-SS316,W05 2026,25463.25,0.0,25463.25,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-SS316,W06 2026,25463.25,0.0,25463.25,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-SS316,W07 2026,25463.25,0.0,25463.25,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-SS316,W08 2026,25463.25,0.0,25463.25,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-SS316,W09 2026,25463.25,0.0,25463.25,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-SS316,W10 2026,25463.25,0.0,25463.25,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-SS316,W11 2026,25463.25,0.0,25463.25,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-SS316,W12 2026,25463.25,0.0,25463.25,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COIL-TI,W01 2026,21536.15,0.0,21536.15,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COIL-TI,W02 2026,21536.15,0.0,21536.15,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COIL-TI,W03 2026,21536.15,0.0,21536.15,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COIL-TI,W04 2026,21536.15,0.0,21536.15,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COIL-TI,W05 2026,21536.15,0.0,21536.15,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COIL-TI,W06 2026,21536.15,0.0,21536.15,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COIL-TI,W07 2026,21536.15,0.0,21536.15,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COIL-TI,W08 2026,21536.15,0.0,21536.15,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COIL-TI,W09 2026,21536.15,0.0,21536.15,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COIL-TI,W10 2026,21536.15,0.0,21536.15,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COIL-TI,W11 2026,21536.15,0.0,21536.15,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COIL-TI,W12 2026,21536.15,0.0,21536.15,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-AFLAS,W01 2026,947.35,0.0,947.35,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-AFLAS,W02 2026,947.35,0.0,947.35,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-AFLAS,W03 2026,947.35,0.0,947.35,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-AFLAS,W04 2026,947.35,0.0,947.35,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-AFLAS,W05 2026,947.35,0.0,947.35,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-AFLAS,W06 2026,947.35,0.0,947.35,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-AFLAS,W07 2026,947.35,0.0,947.35,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-AFLAS,W08 2026,947.35,0.0,947.35,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-AFLAS,W09 2026,947.35,0.0,947.35,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-AFLAS,W10 2026,947.35,0.0,947.35,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-AFLAS,W11 2026,947.35,0.0,947.35,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-AFLAS,W12 2026,947.35,0.0,947.35,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-EPDM,W01 2026,435.4,0.0,435.4,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-EPDM,W02 2026,435.4,0.0,435.4,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-EPDM,W03 2026,435.4,0.0,435.4,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-EPDM,W04 2026,435.4,0.0,435.4,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-EPDM,W05 2026,435.4,0.0,435.4,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-EPDM,W06 2026,435.4,0.0,435.4,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-EPDM,W07 2026,435.4,0.0,435.4,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-EPDM,W08 2026,435.4,0.0,435.4,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-EPDM,W09 2026,435.4,0.0,435.4,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-EPDM,W10 2026,435.4,0.0,435.4,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-EPDM,W11 2026,435.4,0.0,435.4,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-EPDM,W12 2026,435.4,0.0,435.4,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-FKM,W01 2026,687.2,0.0,687.2,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-FKM,W02 2026,687.2,0.0,687.2,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-FKM,W03 2026,687.2,0.0,687.2,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-FKM,W04 2026,687.2,0.0,687.2,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-FKM,W05 2026,687.2,0.0,687.2,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-FKM,W06 2026,687.2,0.0,687.2,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-FKM,W07 2026,687.2,0.0,687.2,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-FKM,W08 2026,687.2,0.0,687.2,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-FKM,W09 2026,687.2,0.0,687.2,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-FKM,W10 2026,687.2,0.0,687.2,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-FKM,W11 2026,687.2,0.0,687.2,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-FKM,W12 2026,687.2,0.0,687.2,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-HNBR,W01 2026,942.65,0.0,942.65,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-HNBR,W02 2026,942.65,0.0,942.65,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-HNBR,W03 2026,942.65,0.0,942.65,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-HNBR,W04 2026,942.65,0.0,942.65,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-HNBR,W05 2026,942.65,0.0,942.65,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-HNBR,W06 2026,942.65,0.0,942.65,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-HNBR,W07 2026,942.65,0.0,942.65,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-HNBR,W08 2026,942.65,0.0,942.65,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-HNBR,W09 2026,942.65,0.0,942.65,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-HNBR,W10 2026,942.65,0.0,942.65,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-HNBR,W11 2026,942.65,0.0,942.65,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-HNBR,W12 2026,942.65,0.0,942.65,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-NBR,W01 2026,798.15,0.0,798.15,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-NBR,W02 2026,798.15,0.0,798.15,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-NBR,W03 2026,798.15,0.0,798.15,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-NBR,W04 2026,798.15,0.0,798.15,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-NBR,W05 2026,798.15,0.0,798.15,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-NBR,W06 2026,798.15,0.0,798.15,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-NBR,W07 2026,798.15,0.0,798.15,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-NBR,W08 2026,798.15,0.0,798.15,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-NBR,W09 2026,798.15,0.0,798.15,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-NBR,W10 2026,798.15,0.0,798.15,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-NBR,W11 2026,798.15,0.0,798.15,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-NBR,W12 2026,798.15,0.0,798.15,0.0,2026-02-14,True,1.0
all_in,NW06,RM-COMP-SILI,W01 2026,563.0,0.0,563.0,0.0,2025-11-29,True,1.0
all_in,NW06,RM-COMP-SILI,W02 2026,563.0,0.0,563.0,0.0,2025-12-06,True,1.0
all_in,NW06,RM-COMP-SILI,W03 2026,563.0,0.0,563.0,0.0,2025-12-13,True,1.0
all_in,NW06,RM-COMP-SILI,W04 2026,563.0,0.0,563.0,0.0,2025-12-20,True,1.0
all_in,NW06,RM-COMP-SILI,W05 2026,563.0,0.0,563.0,0.0,2025-12-27,True,1.0
all_in,NW06,RM-COMP-SILI,W06 2026,563.0,0.0,563.0,0.0,2026-01-03,True,1.0
all_in,NW06,RM-COMP-SILI,W07 2026,563.0,0.0,563.0,0.0,2026-01-10,True,1.0
all_in,NW06,RM-COMP-SILI,W08 2026,563.0,0.0,563.0,0.0,2026-01-17,True,1.0
all_in,NW06,RM-COMP-SILI,W09 2026,563.0,0.0,563.0,0.0,2026-01-24,True,1.0
all_in,NW06,RM-COMP-SILI,W10 2026,563.0,0.0,563.0,0.0,2026-01-31,True,1.0
all_in,NW06,RM-COMP-SILI,W11 2026,563.0,0.0,563.0,0.0,2026-02-07,True,1.0
all_in,NW06,RM-COMP-SILI,W12 2026,563.0,0.0,563.0,0.0,2026-02-14,True,1.0
all_in,NW07,RM-COIL-AL,W01 2026,18083.45,0.0,18083.45,0.0,2025-11-29,True,1.0
all_in,NW07,RM-COIL-AL,W02 2026,18083.45,0.0,18083.45,0.0,2025-12-06,True,1.0
all_in,NW07,RM-COIL-AL,W03 2026,18083.45,0.0,18083.45,0.0,2025-12-13,True,1.0
all_in,NW07,RM-COIL-AL,W04 2026,18083.45,0.0,18083.45,0.0,2025-12-20,True,1.0
all_in,NW07,RM-COIL-AL,W05 2026,18083.45,0.0,18083.45,0.0,2025-12-27,True,1.0
all_in,NW07,RM-COIL-AL,W06 2026,18083.45,0.0,18083.45,0.0,2026-01-03,True,1.0
all_in,NW07,RM-COIL-AL,W07 2026,18083.45,0.0,18083.45,0.0,2026-01-10,True,1.0
all_in,NW07,RM-COIL-AL,W08 2026,18083.45,0.0,18083.45,0.0,2026-01-17,True,1.0
all_in,NW07,RM-COIL-AL,W09 2026,18083.45,0.0,18083.45,0.0,2026-01-24,True,1.0
all_in,NW07,RM-COIL-AL,W10 2026,18083.45,0.0,18083.45,0.0,2026-01-31,True,1.0
all_in,NW07,RM-COIL-AL,W11 2026,18083.45,0.0,18083.45,0.0,2026-02-07,True,1.0
all_in,NW07,RM-COIL-AL,W12 2026,18083.45,0.0,18083.45,0.0,2026-02-14,True,1.0
all_in,NW07,RM-COIL-HC276,W01 2026,35339.9,0.0,35339.9,0.0,2025-11-29,True,1.0
all_in,NW07,RM-COIL-HC276,W02 2026,35339.9,0.0,35339.9,0.0,2025-12-06,True,1.0
all_in,NW07,RM-COIL-HC276,W03 2026,35339.9,0.0,35339.9,0.0,2025-12-13,True,1.0
all_in,NW07,RM-COIL-HC276,W04 2026,35339.9,0.0,35339.9,0.0,2025-12-20,True,1.0
all_in,NW07,RM-COIL-HC276,W05 2026,35339.9,0.0,35339.9,0.0,2025-12-27,True,1.0
all_in,NW07,RM-COIL-HC276,W06 2026,35339.9,0.0,35339.9,0.0,2026-01-03,True,1.0
all_in,NW07,RM-COIL-HC276,W07 2026,35339.9,0.0,35339.9,0.0,2026-01-10,True,1.0
all_in,NW07,RM-COIL-HC276,W08 2026,35339.9,0.0,35339.9,0.0,2026-01-17,True,1.0
all_in,NW07,RM-COIL-HC276,W09 2026,35339.9,0.0,35339.9,0.0,2026-01-24,True,1.0
all_in,NW07,RM-COIL-HC276,W10 2026,35339.9,0.0,35339.9,0.0,2026-01-31,True,1.0
all_in,NW07,RM-COIL-HC276,W11 2026,35339.9,0.0,35339.9,0.0,2026-02-07,True,1.0
all_in,NW07,RM-COIL-HC276,W12 2026,35339.9,0.0,35339.9,0.0,2026-02-14,True,1.0
all_in,NW07,RM-COIL-NI,W01 2026,28561.15,0.0,28561.15,0.0,2025-11-29,True,1.0
all_in,NW07,RM-COIL-NI,W02 2026,28561.15,0.0,28561.15,0.0,2025-12-06,True,1.0
all_in,NW07,RM-COIL-NI,W03 2026,28561.15,0.0,28561.15,0.0,2025-12-13,True,1.0
all_in,NW07,RM-COIL-NI,W04 2026,28561.15,0.0,28561.15,0.0,2025-12-20,True,1.0
all_in,NW07,RM-COIL-NI,W05 2026,28561.15,0.0,28561.15,0.0,2025-12-27,True,1.0
all_in,NW07,RM-COIL-NI,W06 2026,28561.15,0.0,28561.15,0.0,2026-01-03,True,1.0
all_in,NW07,RM-COIL-NI,W07 2026,28561.15,0.0,28561.15,0.0,2026-01-10,True,1.0
all_in,NW07,RM-COIL-NI,W08 2026,28561.15,0.0,28561.15,0.0,2026-01-17,True,1.0
all_in,NW07,RM-COIL-NI,W09 2026,28561.15,0.0,28561.15,0.0,2026-01-24,True,1.0
all_in,NW07,RM-COIL-NI,W10 2026,28561.15,0.0,28561.15,0.0,2026-01-31,True,1.0
all_in,NW07,RM-COIL-NI,W11 2026,28561.15,0.0,28561.15,0.0,2026-02-07,True,1.0
