plant,material,stock_qty,atp_qty,in_transit_qty,safety_stock_qty,inventory_snapshot_date
NW04,MAT-200202,8527,5189,0,333,2026.04.03
NW04,MAT-200203,10623,9362,3373,465,2026.04.03
NW04,MAT-200211,9206,8046,3094,1134,2026.04.03
NW04,MAT-200219,632,336,2429,794,2026.04.03
NW04,MAT-200232,10849,5785,2196,418,2026.04.03
NW04,MAT-200234,11965,10969,2954,71,2026.04.03
NW04,MAT-200236,5924,4346,760,1097,2026.04.03
NW04,MAT-200238,9991,9427,2493,897,2026.04.03
NW04,MAT-200239,6247,3187,2710,789,2026.04.03
NW04,MAT-200244,10511,8151,1010,649,2026.04.03
NW04,MAT-200251,1935,1828,345,474,2026.04.03
NW04,MAT-200256,9252,7674,1318,657,2026.04.03
NW04,MAT-200266,9705,7664,3439,1032,2026.04.03
NW04,MAT-200269,1815,1212,115,836,2026.04.03
NW04,MAT-200271,338,272,2985,1117,2026.04.03
NW04,MAT-200277,11328,10496,3408,829,2026.04.03
NW04,MAT-200279,367,264,3224,1199,2026.04.03
NW04,MAT-200291,10626,9151,3009,765,2026.04.03
NW04,MAT-200299,903,774,2300,104,2026.04.03
NW04,MAT-200307,7620,5164,3115,968,2026.04.03
NW04,MAT-200314,1870,1306,3307,612,2026.04.03
NW04,MAT-200315,5347,3598,1050,341,2026.04.03
NW04,MAT-200322,10829,6650,615,514,2026.04.03
NW04,MAT-200330,6972,3698,1768,661,2026.04.03
NW04,MAT-200332,7371,5966,94,752,2026.04.03
NW04,MAT-200333,906,581,2636,715,2026.04.03
NW04,MAT-200335,4262,3159,2296,281,2026.04.03
NW04,MAT-200342,7596,4761,3162,566,2026.04.03
NW04,MAT-200361,894,792,2138,945,2026.04.03
NW04,MAT-200363,7064,5610,2277,580,2026.04.03
NW04,MAT-200364,8743,8188,2843,1074,2026.04.03
NW04,MAT-200365,1255,1189,2153,780,2026.04.03
NW04,MAT-200366,11936,7026,3107,574,2026.04.03
NW04,MAT-200368,10967,8583,9,738,2026.04.03
NW04,MAT-200370,8896,5386,1913,411,2026.04.03
NW04,MAT-200380,2079,1412,2881,925,2026.04.03
NW04,MAT-200391,8714,5699,408,518,2026.04.03
NW04,MAT-200393,1336,1269,2403,1000,2026.04.03
NW04,MAT-200394,4174,3707,569,706,2026.04.03
NW04,MAT-200402,2791,2409,3261,886,2026.04.03
NW04,MAT-200405,6078,4686,3222,1145,2026.04.03
NW04,MAT-200406,5570,5061,2727,1175,2026.04.03
NW04,MAT-200407,2999,2387,2923,126,2026.04.03
NW04,MAT-200412,8068,4656,2831,330,2026.04.03
NW04,MAT-200420,6960,5214,1302,1042,2026.04.03
NW04,MAT-200423,4113,3304,1485,494,2026.04.03
NW04,MAT-200432,10744,7841,2383,124,2026.04.03
NW04,MAT-200434,8813,7765,1525,1055,2026.04.03
NW04,MAT-200435,3440,2537,2038,396,2026.04.03
NW04,MAT-200438,10203,8546,1018,703,2026.04.03
NW04,MAT-200456,2197,1159,1551,1070,2026.04.03
NW04,MAT-200458,5530,5223,1855,85,2026.04.03
NW04,MAT-200461,1508,889,1375,1113,2026.04.03
NW04,MAT-200471,6543,5485,1101,579,2026.04.03
NW04,MAT-200474,4369,3754,747,115,2026.04.03
NW04,MAT-200478,5809,3080,1067,105,2026.04.03
NW04,MAT-200479,4585,3241,1169,274,2026.04.03
NW04,MAT-200484,2808,1809,3066,1199,2026.04.03
NW04,MAT-200486,4036,2507,126,74,2026.04.03
NW04,MAT-200488,5608,3990,171,224,2026.04.03
NW04,MAT-200489,3930,3701,1278,765,2026.04.03
NW04,MAT-200491,9850,5631,2279,1159,2026.04.03
NW04,MAT-200495,654,489,1585,391,2026.04.03
NW04,MAT-200496,6253,5025,710,266,2026.04.03
NW04,MAT-200505,3634,1835,234,284,2026.04.03
NW04,MAT-200507,8109,4060,12,181,2026.04.03
NW04,MAT-200508,3340,2986,161,494,2026.04.03
NW04,MAT-200511,828,483,894,543,2026.04.03
NW04,MAT-200512,5716,3303,1452,394,2026.04.03
NW04,MAT-200531,3232,2879,2484,673,2026.04.03
NW04,MAT-200532,4380,3711,190,1023,2026.04.03
NW04,MAT-200533,1254,701,862,332,2026.04.03
NW04,MAT-200538,4055,3115,767,352,2026.04.03
NW04,MAT-200543,4124,2468,2684,634,2026.04.03
NW04,MAT-200554,5108,3207,1671,1005,2026.04.03
NW04,MAT-200557,8490,7216,1844,98,2026.04.03
NW04,MAT-200564,7783,7071,3280,651,2026.04.03
NW04,MAT-200566,6554,4452,2156,987,2026.04.03
NW04,MAT-200576,4940,4509,1159,278,2026.04.03
NW04,MAT-200579,6603,4520,2675,719,2026.04.03
NW04,MAT-200594,11538,6670,1826,192,2026.04.03
NW04,MAT-200597,11257,8693,2938,732,2026.04.03
NW04,MAT-200600,4133,2959,260,712,2026.04.03
NW04,MAT-200614,6045,3911,2658,70,2026.04.03
NW04,MAT-200622,9605,7003,2307,738,2026.04.03
NW04,MAT-200624,3657,2862,2732,413,2026.04.03
NW04,MAT-200632,4036,2735,1530,343,2026.04.03
NW04,MAT-200640,4025,2284,1159,657,2026.04.03
NW04,MAT-200645,1532,1339,1930,643,2026.04.03
NW04,MAT-200654,5098,2573,3455,516,2026.04.03
NW04,MAT-200656,10248,7923,1726,852,2026.04.03
NW04,MAT-200657,6555,3547,886,749,2026.04.03
NW04,MAT-200669,8421,5569,2981,936,2026.04.03
NW04,MAT-200670,6413,5511,1282,786,2026.04.03
NW04,MAT-200674,4254,2812,725,1071,2026.04.03
NW04,MAT-200677,4142,3563,1621,786,2026.04.03
NW04,MAT-200687,2215,1889,424,985,2026.04.03
NW04,MAT-200693,10552,9362,655,1184,2026.04.03
NW04,MAT-200694,7825,5632,2194,965,2026.04.03
NW04,MAT-200698,5272,3269,2891,1095,2026.04.03
NW04,MAT-200708,4830,4526,2022,703,2026.04.03
NW04,MAT-200712,11722,8529,2728,971,2026.04.03
NW04,MAT-200718,3639,2175,192,332,2026.04.03
NW04,MAT-200722,11062,5890,19,689,2026.04.03
NW04,MAT-200723,10290,5796,2585,1193,2026.04.03
NW04,MAT-200732,7850,5536,2076,1088,2026.04.03
NW04,MAT-200734,11982,7610,266,88,2026.04.03
NW04,MAT-200737,5003,3731,1298,311,2026.04.03
NW04,MAT-200740,11144,6966,2054,339,2026.04.03
NW04,MAT-200743,7733,6257,3038,550,2026.04.03
NW04,MAT-200745,1412,1230,3446,422,2026.04.03
NW04,MAT-200757,8849,7833,933,373,2026.04.03
NW04,MAT-200760,5282,4220,1143,319,2026.04.03
NW04,MAT-200763,894,550,3118,455,2026.04.03
NW04,MAT-200766,2682,1847,1998,455,2026.04.03
NW04,MAT-200769,3279,2809,2202,531,2026.04.03
NW04,MAT-200770,5239,4642,1320,1035,2026.04.03
NW04,MAT-200781,3667,1981,1963,1089,2026.04.03
NW04,MAT-200788,5392,3533,2256,907,2026.04.03
NW04,MAT-200791,3036,1877,2817,850,2026.04.03
NW04,MAT-200792,8040,6527,2069,84,2026.04.03
NW04,MAT-200794,131,90,1259,1142,2026.04.03
NW04,MAT-200797,10285,6119,2378,590,2026.04.03
NW04,MAT-200799,10310,8090,3476,271,2026.04.03
NW04,MAT-200801,5759,3822,2428,1064,2026.04.03
NW04,MAT-200805,8015,6456,1054,834,2026.04.03
NW04,MAT-200811,6395,4917,1176,596,2026.04.03
NW04,MAT-200812,11861,6221,892,1048,2026.04.03
NW04,MAT-200813,9531,6658,37,703,2026.04.03
NW04,MAT-200817,10394,5916,2784,172,2026.04.03
NW04,MAT-200838,6440,3468,1357,1038,2026.04.03
NW04,MAT-200849,9673,6358,2963,727,2026.04.03
NW04,MAT-200857,6635,5815,1344,453,2026.04.03
NW04,MAT-200858,8506,4576,2790,280,2026.04.03
NW04,MAT-200859,2881,1652,1661,247,2026.04.03
NW04,MAT-200861,3310,3065,1371,791,2026.04.03
NW04,MAT-200866,11387,8098,2454,1075,2026.04.03
NW04,MAT-200882,929,466,2237,329,2026.04.03
NW04,MAT-200887,7516,6544,1802,595,2026.04.03
NW04,MAT-200893,5645,3152,358,692,2026.04.03
NW05,MAT-100001,9616,7697,1527,1173,2026.04.03
NW05,MAT-100004,6308,3763,44,1063,2026.04.03
NW05,MAT-100015,5187,2662,865,658,2026.04.03
NW05,MAT-100022,667,528,422,1005,2026.04.03
NW05,MAT-100025,4347,3006,1024,1106,2026.04.03
NW05,MAT-100030,6701,3935,111,1127,2026.04.03
NW05,MAT-100035,6035,4826,543,1140,2026.04.03
NW05,MAT-100041,6685,6008,3035,822,2026.04.03
NW05,MAT-100045,3890,2151,2373,373,2026.04.03
NW05,MAT-100046,6518,5168,131,227,2026.04.03
NW05,MAT-100050,1653,1165,593,488,2026.04.03
NW05,MAT-100052,9852,8120,685,673,2026.04.03
NW05,MAT-100059,9979,6661,452,131,2026.04.03
NW05,MAT-100060,5312,4600,3007,942,2026.04.03
NW05,MAT-100063,2748,2217,2256,373,2026.04.03
NW05,MAT-100075,5123,4457,143,688,2026.04.03
NW05,MAT-100083,9114,7256,1327,1064,2026.04.03
NW05,MAT-100085,872,502,317,265,2026.04.03
NW05,MAT-100096,2827,2647,1514,985,2026.04.03
NW05,MAT-100100,1357,1181,1520,842,2026.04.03
NW05,MAT-100107,10246,7088,2965,874,2026.04.03
NW05,MAT-100118,11068,8366,103,86,2026.04.03
NW05,MAT-100139,2299,1759,396,152,2026.04.03
NW05,MAT-100140,2918,2296,693,235,2026.04.03
NW05,MAT-100166,8751,5798,2110,1047,2026.04.03
NW05,MAT-100168,3640,3263,2067,1012,2026.04.03
NW05,MAT-100170,3317,2306,3018,1178,2026.04.03
NW05,MAT-100176,126,115,2477,801,2026.04.03
NW05,MAT-100177,2010,1242,2309,361,2026.04.03
NW05,MAT-100188,1236,1003,1859,85,2026.04.03
NW05,MAT-100198,8260,6050,1594,996,2026.04.03
NW05,MAT-100200,2097,1167,684,182,2026.04.03
NW05,MAT-100202,7231,5143,2029,1115,2026.04.03
NW05,MAT-100203,2850,1790,1128,150,2026.04.03
NW05,MAT-100207,6607,6107,471,67,2026.04.03
NW05,MAT-100215,4397,4146,2056,562,2026.04.03
NW05,MAT-100218,1571,1099,1739,237,2026.04.03
NW05,MAT-100224,7697,4028,3009,933,2026.04.03
NW05,MAT-100227,848,547,3344,390,2026.04.03
NW05,MAT-100228,3796,2137,1064,661,2026.04.03
NW05,MAT-100231,1420,826,587,789,2026.04.03
NW05,MAT-100232,887,508,2404,724,2026.04.03
NW05,MAT-100239,2623,1553,513,827,2026.04.03
NW05,MAT-100241,5739,4967,800,635,2026.04.03
NW05,MAT-100243,1495,1370,2142,615,2026.04.03
NW05,MAT-100245,2508,2147,2787,91,2026.04.03
NW05,MAT-100246,1487,1139,1387,946,2026.04.03
NW05,MAT-100248,2878,2543,1214,154,2026.04.03
NW05,MAT-100262,9905,8817,1193,276,2026.04.03
NW05,MAT-100271,2666,1841,277,430,2026.04.03
NW05,MAT-100272,4616,2591,486,1187,2026.04.03
NW05,MAT-100278,8260,5286,2571,463,2026.04.03
NW05,MAT-100290,3908,3143,465,466,2026.04.03
NW05,MAT-100291,10928,10073,1672,742,2026.04.03
NW05,MAT-100310,3479,3141,454,100,2026.04.03
NW05,MAT-100311,2206,1352,1065,234,2026.04.03
NW05,MAT-100317,1141,734,1868,590,2026.04.03
NW05,MAT-100319,2195,1375,1608,322,2026.04.03
NW05,MAT-100328,1164,742,1423,309,2026.04.03
NW05,MAT-100329,6159,3356,2176,84,2026.04.03
NW05,MAT-100333,7951,6166,394,637,2026.04.03
NW05,MAT-100334,6677,3498,1536,1146,2026.04.03
NW05,MAT-100339,2424,1262,3065,249,2026.04.03
NW05,MAT-100353,11591,6202,3325,990,2026.04.03
NW05,MAT-100355,4961,3493,1575,820,2026.04.03
NW05,MAT-100358,7586,5400,2053,585,2026.04.03
NW05,MAT-100359,10193,9612,1808,1063,2026.04.03
NW05,MAT-100362,5335,5064,2466,243,2026.04.03
NW05,MAT-100364,3617,3056,1722,109,2026.04.03
NW05,MAT-100368,9046,6252,2302,850,2026.04.03
NW05,MAT-100371,2917,2637,386,968,2026.04.03
NW05,MAT-100372,11324,8595,469,690,2026.04.03
NW05,MAT-100374,4116,3100,1782,70,2026.04.03
NW05,MAT-100384,5329,4679,713,405,2026.04.03
NW05,MAT-100385,6298,4181,2576,791,2026.04.03
NW05,MAT-100386,2449,1746,3489,110,2026.04.03
NW05,MAT-100392,6937,4518,2368,843,2026.04.03
NW05,MAT-100393,7558,3905,2598,476,2026.04.03
NW05,MAT-100394,11691,9982,1202,650,2026.04.03
NW05,MAT-100401,11278,7212,1467,420,2026.04.03
NW05,MAT-100409,6218,4578,316,1174,2026.04.03
NW05,MAT-100410,57,43,1632,359,2026.04.03
NW05,MAT-100412,8081,6061,277,947,2026.04.03
NW05,MAT-100419,4681,3329,1480,360,2026.04.03
NW05,MAT-100421,9676,6335,1576,69,2026.04.03
NW05,MAT-100426,3905,3312,2909,603,2026.04.03
NW05,MAT-100431,11225,6976,3235,698,2026.04.03
NW05,MAT-100432,5162,4715,2570,577,2026.04.03
NW05,MAT-100434,1664,1370,164,665,2026.04.03
NW05,MAT-100444,8807,5598,922,1077,2026.04.03
NW05,MAT-100446,8666,5424,3416,1159,2026.04.03
NW05,MAT-100451,5128,2686,1727,336,2026.04.03
NW05,MAT-100452,1908,1249,1472,104,2026.04.03
NW05,MAT-100465,682,386,565,1133,2026.04.03
NW05,MAT-100473,4256,3816,2181,1162,2026.04.03
NW05,MAT-100476,7296,5298,1639,565,2026.04.03
NW05,MAT-100483,2615,1705,3466,1047,2026.04.03
NW05,MAT-100484,10231,8178,2734,57,2026.04.03
NW05,MAT-100488,4910,2964,788,247,2026.04.03
NW05,MAT-100489,7084,3955,2153,395,2026.04.03
NW05,MAT-100499,8258,5608,2323,1182,2026.04.03
NW05,MAT-100502,10633,8917,1766,358,2026.04.03
NW05,MAT-100503,5576,4817,772,86,2026.04.03
NW05,MAT-100518,11281,9301,1814,825,2026.04.03
NW05,MAT-100521,6304,4141,3077,933,2026.04.03
NW05,MAT-100523,3298,1901,2612,622,2026.04.03
NW05,MAT-100530,7032,3548,2284,486,2026.04.03
NW05,MAT-100533,11602,6352,1049,338,2026.04.03
NW05,MAT-100534,11709,10737,911,335,2026.04.03
NW05,MAT-100536,5140,4258,1323,80,2026.04.03
NW05,MAT-100537,5742,5314,347,614,2026.04.03
NW05,MAT-100538,6262,4678,1470,790,2026.04.03
NW05,MAT-100539,10173,6302,2180,258,2026.04.03
NW05,MAT-100546,10770,9540,2120,1031,2026.04.03
NW05,MAT-100550,10150,5886,2869,1008,2026.04.03
NW05,MAT-100553,9632,8315,3448,154,2026.04.03
NW05,MAT-100558,3724,2407,2041,400,2026.04.03
NW05,MAT-100562,7308,5973,2621,83,2026.04.03
NW05,MAT-100573,6361,5846,326,569,2026.04.03
NW05,MAT-100574,3134,1676,695,294,2026.04.03
NW05,MAT-100576,111,65,2706,1199,2026.04.03
NW05,MAT-100577,110,56,459,165,2026.04.03
NW05,MAT-100583,5469,3935,3379,500,2026.04.03
NW05,MAT-100588,1908,1650,2442,534,2026.04.03
NW05,MAT-100589,2722,2193,3199,1161,2026.04.03
NW05,MAT-100594,9746,5926,279,597,2026.04.03
NW05,MAT-100598,10714,8285,1317,145,2026.04.03
NW05,MAT-100614,6703,6283,1211,802,2026.04.03
NW05,MAT-100617,3450,2294,276,644,2026.04.03
NW05,MAT-100619,6444,3500,2728,906,2026.04.03
NW05,MAT-100622,4190,3467,86,889,2026.04.03
NW05,MAT-100628,7296,3875,2475,480,2026.04.03
NW05,MAT-100643,378,358,2495,500,2026.04.03
NW05,MAT-100648,1864,1340,3488,440,2026.04.03
NW05,MAT-100652,9665,5512,1650,597,2026.04.03
NW05,MAT-100653,3470,2556,2886,484,2026.04.03
NW05,MAT-100655,1799,1685,384,890,2026.04.03
NW05,MAT-100656,2500,1558,2119,906,2026.04.03
NW05,MAT-100658,5159,3749,2407,920,2026.04.03
NW05,MAT-100659,3565,3348,1728,859,2026.04.03
NW05,MAT-100664,2051,1475,1581,863,2026.04.03
NW05,MAT-100668,235,215,2261,531,2026.04.03
NW05,MAT-100669,7637,4370,1809,487,2026.04.03
NW05,MAT-100672,125,72,570,490,2026.04.03
NW05,MAT-100675,10673,5932,2815,1198,2026.04.03
NW05,MAT-100676,2708,1623,1751,635,2026.04.03
NW05,MAT-100693,3412,1759,2999,739,2026.04.03
NW05,MAT-100696,7720,6856,416,1067,2026.04.03
NW05,MAT-100698,9018,5307,946,952,2026.04.03
NW05,MAT-100701,6428,3549,3405,787,2026.04.03
NW05,MAT-100705,4381,2329,2310,1158,2026.04.03
NW05,MAT-100709,10756,9410,2474,53,2026.04.03
NW05,MAT-100712,5963,5075,823,965,2026.04.03
NW05,MAT-100716,10524,9908,1005,332,2026.04.03
NW05,MAT-100718,3473,2257,1023,680,2026.04.03
NW05,MAT-100725,730,569,397,526,2026.04.03
NW05,MAT-100731,4992,3867,244,1006,2026.04.03
NW05,MAT-100735,1022,786,1546,509,2026.04.03
NW05,MAT-100751,9578,8009,1977,576,2026.04.03
NW05,MAT-100755,1422,1031,241,698,2026.04.03
NW05,MAT-100758,8750,7685,1038,128,2026.04.03
NW05,MAT-100761,10771,7219,2449,146,2026.04.03
NW05,MAT-100769,7201,4456,745,404,2026.04.03
NW05,MAT-100787,4532,3042,1940,1000,2026.04.03
NW05,MAT-100790,593,298,1143,451,2026.04.03
NW05,MAT-100793,1809,1073,1764,765,2026.04.03
NW05,MAT-100806,10554,8269,1576,755,2026.04.03
NW05,MAT-100807,5244,3183,3409,196,2026.04.03
NW05,MAT-100816,6686,4771,1253,738,2026.04.03
NW05,MAT-100817,844,432,2037,103,2026.04.03
NW05,MAT-100819,902,852,714,796,2026.04.03
NW05,MAT-100820,3988,2592,579,87,2026.04.03
NW05,MAT-100821,7401,6454,3165,1091,2026.04.03
NW05,MAT-100824,10490,6619,858,1052,2026.04.03
NW05,MAT-100827,295,246,736,1196,2026.04.03
NW05,MAT-100828,7092,6107,117,1001,2026.04.03
NW05,MAT-100830,3362,2094,158,646,2026.04.03
NW05,MAT-100841,6561,5989,314,1051,2026.04.03
NW05,MAT-100842,7381,4543,1285,969,2026.04.03
NW05,MAT-100845,5375,4295,163,955,2026.04.03
NW05,MAT-100848,3576,2330,249,672,2026.04.03
NW05,MAT-100854,8405,5749,3072,833,2026.04.03
NW05,MAT-100860,2289,2104,1760,1013,2026.04.03
NW05,MAT-100871,3274,2541,1387,320,2026.04.03
NW05,MAT-100873,3004,1775,2798,220,2026.04.03
NW05,MAT-100886,460,233,391,1183,2026.04.03
NW05,MAT-100894,4074,3048,265,577,2026.04.03
NW05,MAT-100897,8354,7268,2337,961,2026.04.03
NW05,MAT-100904,436,349,3222,951,2026.04.03
NW05,MAT-100905,9215,5494,35,842,2026.04.03
NW05,MAT-100910,5979,4532,2825,667,2026.04.03
NW05,MAT-100916,10260,5179,2349,961,2026.04.03
NW05,MAT-100918,10257,7754,2102,51,2026.04.03
NW05,MAT-100921,10335,5216,97,77,2026.04.03
NW05,MAT-100922,8711,4377,2372,100,2026.04.03
NW05,MAT-100926,6693,3756,746,818,2026.04.03
NW05,MAT-100927,9455,6957,298,556,2026.04.03
NW05,MAT-100928,9823,7914,3177,598,2026.04.03
NW05,MAT-100935,193,170,1452,381,2026.04.03
NW05,MAT-100937,7862,4157,2450,910,2026.04.03
NW05,MAT-100938,139,111,985,752,2026.04.03
NW05,MAT-100943,10633,8669,1817,795,2026.04.03
NW05,MAT-100947,7052,5042,3196,1169,2026.04.03
NW05,MAT-100952,8816,5538,1843,887,2026.04.03
NW05,MAT-100972,6583,3504,1444,572,2026.04.03
NW05,MAT-100976,1741,935,1318,153,2026.04.03
NW05,MAT-100980,5749,4802,1663,1075,2026.04.03
NW05,MAT-100982,3687,1903,1407,997,2026.04.03
NW05,MAT-100986,1542,1460,97,370,2026.04.03
NW05,MAT-100988,7619,4848,1437,577,2026.04.03
NW05,MAT-100990,846,455,1986,763,2026.04.03
NW05,MAT-100993,2535,2358,123,470,2026.04.03
NW05,MAT-101000,7492,7083,2376,183,2026.04.03
NW05,MAT-101001,3116,2680,3018,1192,2026.04.03
NW05,MAT-101002,10607,9039,2970,201,2026.04.03
NW05,MAT-101007,4817,3484,530,670,2026.04.03
NW05,MAT-101008,5343,2951,2318,561,2026.04.03
NW05,MAT-101012,7376,5108,1429,518,2026.04.03
NW05,MAT-101014,2573,1590,3407,1034,2026.04.03
NW05,MAT-101016,1311,1186,3389,659,2026.04.03
NW05,MAT-101018,11897,10008,1211,660,2026.04.03
NW05,MAT-101024,11137,5717,779,785,2026.04.03
NW05,MAT-101042,8933,4708,3097,1093,2026.04.03
NW05,MAT-101047,11762,10014,1077,745,2026.04.03
NW05,MAT-101048,3074,1608,685,199,2026.04.03
NW05,MAT-101056,5470,4149,1013,916,2026.04.03
NW05,MAT-101065,3155,2001,36,125,2026.04.03
NW05,MAT-101072,11112,6973,3282,839,2026.04.03
NW05,MAT-101073,4504,2453,3216,154,2026.04.03
NW05,MAT-101075,3767,2078,2057,466,2026.04.03
NW05,MAT-101076,10377,7348,2201,494,2026.04.03
NW05,MAT-101077,11179,9839,2305,663,2026.04.03
NW05,MAT-101087,3648,2598,569,510,2026.04.03
NW05,MAT-101093,449,250,3232,1002,2026.04.03
NW05,MAT-101097,8301,4181,2702,576,2026.04.03
NW05,MAT-101099,4869,3567,2367,445,2026.04.03
NW05,MAT-101112,333,225,264,1003,2026.04.03
NW05,MAT-101115,3025,1816,617,129,2026.04.03
NW05,MAT-101134,7850,6359,212,961,2026.04.03
NW05,MAT-101136,3514,2768,290,1103,2026.04.03
NW05,MAT-101137,112,89,1542,285,2026.04.03
NW05,MAT-101140,3423,1736,2008,1054,2026.04.03
NW05,MAT-101141,9479,8100,1683,712,2026.04.03
NW05,MAT-101155,2273,1399,2210,479,2026.04.03
NW05,MAT-101156,9397,7146,1556,831,2026.04.03
NW05,MAT-101160,1543,1218,1947,481,2026.04.03
NW05,MAT-101167,11660,6832,1610,1048,2026.04.03
NW05,MAT-101168,10966,9152,2449,1003,2026.04.03
NW05,MAT-101171,7423,4538,1921,494,2026.04.03
NW05,MAT-101175,11571,7731,1968,1017,2026.04.03
NW05,MAT-101177,10866,9316,2029,347,2026.04.03
NW05,MAT-101180,6903,5028,2010,968,2026.04.03
NW05,MAT-101181,7066,5366,3251,834,2026.04.03
NW05,MAT-101182,10827,6902,1145,234,2026.04.03
NW05,MAT-101196,11697,6447,1542,466,2026.04.03
NW05,MAT-101199,548,319,3422,1086,2026.04.03
NW05,MAT-101202,6433,5543,2787,730,2026.04.03
NW05,MAT-101213,11937,7585,2537,917,2026.04.03
NW05,MAT-101214,8032,4381,1035,966,2026.04.03
NW05,MAT-101215,736,686,973,294,2026.04.03
NW05,MAT-101222,2333,1997,220,1105,2026.04.03
NW05,MAT-101228,9026,8536,2667,444,2026.04.03
NW05,MAT-101229,2462,1963,1428,491,2026.04.03
NW05,MAT-101230,1434,1201,2159,932,2026.04.03
NW05,MAT-101235,3716,2508,2108,763,2026.04.03
NW05,MAT-101246,4908,4121,2863,1140,2026.04.03
NW05,MAT-101251,3476,1936,2427,1123,2026.04.03
NW05,MAT-101252,7924,7336,2381,705,2026.04.03
NW05,MAT-101258,4151,3137,2048,664,2026.04.03
NW05,MAT-101260,7217,5973,920,969,2026.04.03
NW05,MAT-101265,6612,5847,1661,636,2026.04.03
NW05,MAT-101266,10597,9295,1901,596,2026.04.03
NW05,MAT-101279,2171,1385,2055,589,2026.04.03
NW05,MAT-101284,5213,3464,1705,423,2026.04.03
NW05,MAT-101291,2071,1954,2620,258,2026.04.03
NW05,MAT-101299,11743,7642,1906,302,2026.04.03
NW05,MAT-101308,3952,2035,1766,737,2026.04.03
NW05,MAT-101316,3725,2731,404,1063,2026.04.03
NW05,MAT-101317,11403,6762,2864,112,2026.04.03
NW05,MAT-101327,2037,1835,2882,998,2026.04.03
NW05,MAT-101329,5612,4199,764,1049,2026.04.03
NW05,MAT-101331,5015,3687,2374,676,2026.04.03
NW05,MAT-101337,7433,3796,607,1089,2026.04.03
NW05,MAT-101348,10809,7012,2953,353,2026.04.03
NW05,MAT-101349,1013,813,732,985,2026.04.03
NW05,MAT-101352,10989,8667,2475,73,2026.04.03
NW05,MAT-101357,11425,10508,362,520,2026.04.03
NW05,MAT-101360,3148,2521,2554,68,2026.04.03
NW05,MAT-101361,2864,1725,2437,557,2026.04.03
NW05,MAT-101379,7606,4043,1649,338,2026.04.03
NW05,MAT-101384,3048,2387,2907,161,2026.04.03
NW05,MAT-101386,8521,7664,557,690,2026.04.03
NW05,MAT-101390,11382,6141,1930,641,2026.04.03
NW05,MAT-101401,2392,1517,2323,924,2026.04.03
NW05,MAT-101415,4370,2451,1728,877,2026.04.03
NW05,MAT-101423,6945,6252,2782,320,2026.04.03
NW05,MAT-101430,770,577,1332,1032,2026.04.03
NW05,MAT-101432,9084,8493,825,811,2026.04.03
NW05,MAT-101434,7240,6131,2054,280,2026.04.03
NW05,MAT-101439,8164,6469,474,100,2026.04.03
NW05,MAT-101443,6071,5647,573,865,2026.04.03
NW05,MAT-101450,10825,6326,2833,1009,2026.04.03
NW05,MAT-101454,4158,3333,303,244,2026.04.03
NW05,MAT-101468,1959,1633,733,937,2026.04.03
NW05,MAT-101477,3453,2829,137,697,2026.04.03
NW05,MAT-101480,584,315,847,661,2026.04.03
NW05,MAT-101481,3690,2315,2034,405,2026.04.03
NW05,MAT-101484,2378,2120,1789,836,2026.04.03
NW05,MAT-101485,3125,2054,2760,790,2026.04.03
NW05,MAT-101488,9613,7202,377,71,2026.04.03
NW05,MAT-101489,8090,6171,2706,1155,2026.04.03
NW05,MAT-101496,9270,7237,1634,361,2026.04.03
NW05,MAT-101497,2466,1731,496,976,2026.04.03
NW05,MAT-200002,3856,2602,17,148,2026.04.03
NW05,MAT-200003,3688,2037,1140,261,2026.04.03
NW05,MAT-200006,9906,5622,3442,637,2026.04.03
NW05,MAT-200008,5535,4371,1846,384,2026.04.03
NW05,MAT-200012,1175,634,1168,297,2026.04.03
NW05,MAT-200015,5200,3437,399,883,2026.04.03
NW05,MAT-200017,3817,3584,2710,1157,2026.04.03
NW05,MAT-200038,9412,8156,1949,93,2026.04.03
NW05,MAT-200046,5459,4922,128,918,2026.04.03
NW05,MAT-200047,5942,4122,2428,245,2026.04.03
NW05,MAT-200049,6983,5001,2013,626,2026.04.03
NW05,MAT-200055,4634,3127,1242,956,2026.04.03
NW05,MAT-200056,2484,1345,1065,1104,2026.04.03
NW05,MAT-200058,7485,5537,2051,191,2026.04.03
NW05,MAT-200059,2111,1177,3215,303,2026.04.03
NW05,MAT-200060,8428,5061,1290,220,2026.04.03
NW05,MAT-200066,7299,4118,2036,161,2026.04.03
NW05,MAT-200067,795,686,2363,1009,2026.04.03
NW05,MAT-200071,3325,2674,2734,922,2026.04.03
NW05,MAT-200077,4141,3345,1947,1104,2026.04.03
NW05,MAT-200085,583,298,2358,1146,2026.04.03
NW05,MAT-200087,1494,1139,2312,735,2026.04.03
NW05,MAT-200089,8888,4662,1973,315,2026.04.03
NW05,MAT-200094,5856,4295,2769,845,2026.04.03
NW05,MAT-200095,3986,3300,3027,613,2026.04.03
NW05,MAT-200096,3699,2107,801,1133,2026.04.03
NW05,MAT-200098,4518,2535,212,1012,2026.04.03
NW05,MAT-200105,10764,9564,2739,914,2026.04.03
NW05,MAT-200106,7654,5763,3179,472,2026.04.03
NW05,MAT-200120,11155,7845,3327,510,2026.04.03
NW05,MAT-200123,2032,1308,2266,134,2026.04.03
NW05,MAT-200126,9790,8063,3476,169,2026.04.03
